row_id,host_openalex_id,matched_name,method
2122,I176453806,University of Potsdam,exact
2123,I62318514,University of Duisburg-Essen,exact
2124,I30771326,Italian Institute of Technology,exact
2125,I189712700,University of Konstanz,exact
2126,I142263535,University of Nottingham,exact
2127,I98381234,University of Oulu,exact
2128,I186903577,University of Luxembourg,exact
2129,I45129253,University College London,exact
2130,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2131,I40120149,University of Oxford,exact
2132,I98358874,Delft University of Technology,exact
2133,,,
2134,I161593684,Stockholm University,exact
2135,I881427289,University of Gothenburg,exact
2136,I47508984,Imperial College London,fuzzy
2137,I10902133,Universitat Jaume I,fuzzy
2138,I149899117,Max Planck Society,exact
2139,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2140,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2141,I4210126328,IBM Research - Zurich,fuzzy
2142,I241749,University of Cambridge,exact
2143,I45129253,University College London,exact
2144,I71824836,Swiss Federal Laboratories for Materials Science and Technology,fuzzy
2145,I53964585,Weizmann Institute of Science,fuzzy
2146,I145872427,Radboud University Nijmegen,exact
2147,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2148,I241749,University of Cambridge,exact
2149,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2150,I161046081,University of Freiburg,exact
2151,I92869138,BOKU University,fuzzy
2152,I45129253,University College London,exact
2153,I138689650,University of Padua,exact
2154,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
2155,I193662353,Utrecht University,exact
2156,,,
2157,I4210122345,Institute for Research in Biomedicine,fuzzy
2158,,,
2159,I25974101,University of Würzburg,exact
2160,I32597200,Ghent University,exact
2161,I3018417779,Leibniz Institute for Solid State and Materials Research,fuzzy
2162,I204337017,Aarhus University,exact
2163,I98358874,Delft University of Technology,exact
2164,I169381384,University of Groningen,exact
2165,I161046081,University of Freiburg,exact
2166,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2167,I189158943,University of Milan,exact
2168,,,
2169,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2170,I100066346,University of Stuttgart,exact
2171,,,
2172,,,
2173,I146655781,University of Liverpool,exact
2174,I16835326,University of St Andrews,exact
2175,I45129253,University College London,exact
2176,I47508984,Imperial College London,fuzzy
2177,I25974101,University of Würzburg,exact
2178,I149899117,Max Planck Society,exact
2179,I62916508,Technical University of Munich,exact
2180,I51601045,University of Bath,exact
2181,I53964585,Weizmann Institute of Science,fuzzy
2182,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2183,I91712215,Saarland University,exact
2184,I124227911,Ben-Gurion University of the Negev,exact
2185,I200284239,Universidade de Santiago de Compostela,exact
2186,I223822909,Heidelberg University,fuzzy
2187,I36234482,University of Bristol,exact
2188,I40120149,University of Oxford,exact
2189,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2190,I79510175,Cardiff University,exact
2191,I62318514,University of Duisburg-Essen,exact
2192,I2610724,Chemnitz University of Technology,exact
2193,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2194,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2195,I22465464,University of Münster,exact
2196,I904495901,Ruhr University Bochum,fuzzy
2197,I98677209,University of Edinburgh,exact
2198,I4210147769,Institute for Bioengineering of Catalonia,exact
2199,I25974101,University of Würzburg,exact
2200,I40120149,University of Oxford,exact
2201,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2202,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2203,I53964585,Weizmann Institute of Science,fuzzy
2204,I22465464,University of Münster,exact
2205,I30771326,Italian Institute of Technology,exact
2206,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2207,I91712215,Saarland University,exact
2208,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact
2209,I15766117,University of Graz,exact
2210,I121797337,Leiden University,exact
2211,I62916508,Technical University of Munich,exact
2212,I92869138,BOKU University,fuzzy
2213,,,
2214,I904495901,Ruhr University Bochum,fuzzy
2215,I31512782,Technische Universität Darmstadt,exact
2216,I174306211,Technion – Israel Institute of Technology,exact
2217,I161046081,University of Freiburg,exact
2218,,,
2219,I145847075,TU Wien,exact
2220,I196349391,Universität Ulm,exact
2221,I79189158,University of Castilla-La Mancha,exact
2222,I94722563,University of Jyväskylä,exact
2223,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2224,,,
2225,I53964585,Weizmann Institute of Science,fuzzy
2226,I4210093216,Institut Català de Nanociència i Nanotecnologia,fuzzy
2227,I149768937,University of Namur,exact
2228,,,
2229,I9927081,Aalto University,exact
2230,I887064364,University of Amsterdam,exact
2231,I4405262988,NWO-I,fuzzy
2232,I16097986,Universitat de València,exact
2233,I126596746,Jagiellonian University,exact
2234,I161593684,Stockholm University,exact
2235,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2236,I114112103,Leibniz University Hannover,fuzzy
2237,I145872427,Radboud University Nijmegen,exact
2238,I62916508,Technical University of Munich,exact
2239,,,
2240,I913481162,Wageningen University & Research,fuzzy
2241,I189712700,University of Konstanz,exact
2242,I190249584,Universität Innsbruck,exact
2243,I47508984,Imperial College London,fuzzy
2244,,,
2245,I4210143995,Fondation Jean-Marie Lehn,exact
2246,,,
2247,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact
2248,I9927081,Aalto University,exact
2249,I83019370,Eindhoven University of Technology,exact
2250,I63634437,Universidad Autónoma de Madrid,exact
2251,I196349391,Universität Ulm,exact
2252,I35440088,ETH Zurich,fuzzy
2253,I1850255,University of Basel,exact
2254,I133731052,University of Helsinki,exact
2255,I177477856,Politecnico di Torino,exact
2256,I200284239,Universidade de Santiago de Compostela,exact
2257,I129774422,University of Vienna,exact
2258,I145847075,TU Wien,exact
2259,I4210088955,Institut Català d'Investigació Química,exact
2260,I146655781,University of Liverpool,exact
2261,I169381384,University of Groningen,exact
2262,I1850255,University of Basel,exact
2263,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
2264,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2265,I39555362,University of Warwick,exact
2266,I121797337,Leiden University,exact
2267,,,
2268,,,
2269,I60858718,University of Aveiro,exact
2270,I204337017,Aarhus University,exact
2271,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2272,I60858718,University of Aveiro,exact
2273,,,
2274,I28407311,University of Manchester,exact
2275,I75951250,Freie Universität Berlin,exact
2276,I62916508,Technical University of Munich,exact
2277,I53964585,Weizmann Institute of Science,fuzzy
2278,I169381384,University of Groningen,exact
2279,I16097986,Universitat de València,exact
2280,I149213910,University of Antwerp,exact
2281,I22465464,University of Münster,exact
2282,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
2283,I35440088,ETH Zurich,fuzzy
2284,,,
2285,,,
2286,I4210147769,Institute for Bioengineering of Catalonia,exact
2287,I98677209,University of Edinburgh,exact
2288,I98677209,University of Edinburgh,exact
2289,I183935753,King's College London,exact
2290,I123387679,Uppsala University,exact
2291,I60668342,University of Regensburg,exact
2292,I169381384,University of Groningen,exact
2293,I47508984,Imperial College London,fuzzy
2294,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2295,I40120149,University of Oxford,exact
2296,I169381384,University of Groningen,exact
2297,I4092182,Graz University of Technology,exact
2298,I166337079,Queen Mary University of London,fuzzy
2299,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2300,I94722563,University of Jyväskylä,exact
2301,I74656192,University of Göttingen,exact
2302,,,
2303,I241749,University of Cambridge,exact
2304,I223822909,Heidelberg University,fuzzy
2305,I62916508,Technical University of Munich,exact
2306,I169108374,University of the Basque Country,exact
2307,I22465464,University of Münster,exact
2308,I121797337,Leiden University,exact
2309,,,
2310,I40120149,University of Oxford,exact
2311,I43439940,University of Southampton,exact
2312,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2313,I121797337,Leiden University,exact
2314,I16097986,Universitat de València,exact
2315,I124055696,University of Copenhagen,exact
2316,I98358874,Delft University of Technology,exact
2317,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2318,I70703428,Palacký University Olomouc,exact
2319,I40120149,University of Oxford,exact
2320,I4210088955,Institut Català d'Investigació Química,exact
2321,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2322,I159176309,Universität Hamburg,exact
2323,I25974101,University of Würzburg,exact
2324,I123387679,Uppsala University,exact
2325,I193662353,Utrecht University,exact
2326,I187531555,Lund University,exact
2327,,,
2328,,,
2329,I189712700,University of Konstanz,exact
2330,I96673099,Technical University of Denmark,exact
2331,I79619799,University of Birmingham,exact
2332,I197251160,Hebrew University of Jerusalem,exact
2333,I129774422,University of Vienna,exact
2334,I83019370,Eindhoven University of Technology,exact
2335,,,
2336,I68947357,Université de Strasbourg,exact
2337,I16097986,Universitat de València,exact
2338,I146655781,University of Liverpool,exact
2339,,,
2340,I36234482,University of Bristol,exact
2341,I4210088955,Institut Català d'Investigació Química,exact
2342,I51601045,University of Bath,exact
2343,I170658231,Osnabrück University,exact
2344,I899635006,Université Grenoble Alpes,fuzzy
2345,I4210165109,Centro de Investigacion Principe Felipe,exact
2346,I74656192,University of Göttingen,exact
2347,I162608824,University of Sussex,exact
2348,I4923324,Fraunhofer-Gesellschaft,exact
2349,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact
2350,I205274468,Trinity College Dublin,exact
2351,I39555362,University of Warwick,exact
2352,I63634437,Universidad Autónoma de Madrid,exact
2353,I16835326,University of St Andrews,exact
2354,I98358874,Delft University of Technology,exact
2355,I189712700,University of Konstanz,exact
2356,I4210093216,Institut Català de Nanociència i Nanotecnologia,fuzzy
2357,I60668342,University of Regensburg,exact
2358,I47508984,Imperial College London,fuzzy
2359,I4387154544,Institut National de la Recherche Agronomique,exact
2360,I94624287,University of Twente,exact
2361,I79619799,University of Birmingham,exact
2362,,,
2363,I118564535,University of Bern,exact
2364,I30771326,Italian Institute of Technology,exact
2365,I28407311,University of Manchester,exact
2366,I170486558,Universitat Pompeu Fabra,exact
2367,I8087733,University of Tübingen,exact
2368,,,
2369,,,
2370,I16391192,Tel Aviv University,exact
2371,I124227911,Ben-Gurion University of the Negev,exact
2372,I16391192,Tel Aviv University,exact
2373,I204337017,Aarhus University,exact
2374,I124055696,University of Copenhagen,exact
2375,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2376,I4654613,University of Warsaw,exact
2377,I4210162154,IMDEA Software Institute,exact
2378,I40120149,University of Oxford,exact
2379,I174306211,Technion – Israel Institute of Technology,exact
2380,I4210128801,Helmholtz Center for Information Security,fuzzy
2381,I4654613,University of Warsaw,exact
2382,I149899117,Max Planck Society,exact
2383,I1902872,EURECOM,exact
2384,I193662353,Utrecht University,exact
2385,I145872427,Radboud University Nijmegen,exact
2386,I4210128801,Helmholtz Center for Information Security,fuzzy
2387,I149899117,Max Planck Society,exact
2388,I887064364,University of Amsterdam,exact
2389,I39555362,University of Warwick,exact
2390,I16391192,Tel Aviv University,exact
2391,I62916508,Technical University of Munich,exact
2392,I106118109,Eötvös Loránd University,exact
2393,,,
2394,I174306211,Technion – Israel Institute of Technology,exact
2395,I133731052,University of Helsinki,exact
2396,I102335020,Karlsruhe Institute of Technology,exact
2397,I32021983,Christian-Albrechts-Universität zu Kiel,fuzzy
2398,I124055696,University of Copenhagen,exact
2399,I8087733,University of Tübingen,exact
2400,I102335020,Karlsruhe Institute of Technology,exact
2401,I4654613,University of Warsaw,exact
2402,I99464096,KU Leuven,exact
2403,I177969490,University of Southern Denmark,exact
2404,I204337017,Aarhus University,exact
2405,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2406,I55741626,Technical University of Crete,exact
2407,I96673099,Technical University of Denmark,exact
2408,I197251160,Hebrew University of Jerusalem,exact
2409,I31512782,Technische Universität Darmstadt,exact
2410,,,
2411,I83019370,Eindhoven University of Technology,exact
2412,I204337017,Aarhus University,exact
2413,I53964585,Weizmann Institute of Science,fuzzy
2414,,,
2415,,,
2416,I68947357,Université de Strasbourg,exact
2417,,,
2418,I130929987,University of Mons,exact
2419,I153267046,University of Kaiserslautern,exact
2420,,,
2421,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact
2422,,,
2423,I98358874,Delft University of Technology,exact
2424,,,
2425,I53964585,Weizmann Institute of Science,fuzzy
2426,I157556583,Institute of Science and Technology Austria,exact
2427,I31512782,Technische Universität Darmstadt,exact
2428,I161046081,University of Freiburg,exact
2429,,,
2430,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2431,I135140700,University of Bonn,exact
2432,I197251160,Hebrew University of Jerusalem,exact
2433,I83467386,IT University of Copenhagen,exact
2434,I2799803557,Barcelona Supercomputing Center,exact
2435,I86987016,KTH Royal Institute of Technology,fuzzy
2436,I4577782,Technische Universität Berlin,fuzzy
2437,I8087733,University of Tübingen,exact
2438,,,
2439,I174306211,Technion – Israel Institute of Technology,exact
2440,I145847075,TU Wien,exact
2441,I45129253,University College London,exact
2442,I50357001,Universidad Carlos III de Madrid,exact
2443,I99464096,KU Leuven,exact
2444,I62916508,Technical University of Munich,exact
2445,I47508984,Imperial College London,fuzzy
2446,,,
2447,I35440088,ETH Zurich,fuzzy
2448,I149899117,Max Planck Society,exact
2449,I4210162154,IMDEA Software Institute,exact
2450,I4210126328,IBM Research - Zurich,fuzzy
2451,I686019,AGH University of Krakow,fuzzy
2452,I35440088,ETH Zurich,fuzzy
2453,I241749,University of Cambridge,exact
2454,I40120149,University of Oxford,exact
2455,I35440088,ETH Zurich,fuzzy
2456,I4577782,Technische Universität Berlin,fuzzy
2457,I241749,University of Cambridge,exact
2458,I40120149,University of Oxford,exact
2459,I94624287,University of Twente,exact
2460,I174306211,Technion – Israel Institute of Technology,exact
2461,,,
2462,I157556583,Institute of Science and Technology Austria,exact
2463,I9927081,Aalto University,exact
2464,,,
2465,I16391192,Tel Aviv University,exact
2466,I31512782,Technische Universität Darmstadt,exact
2467,I62916508,Technical University of Munich,exact
2468,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2469,I1850255,University of Basel,exact
2470,I56085075,University of Tartu,exact
2471,I9360294,University of Bologna,exact
2472,I80180929,Universidad de Murcia,exact
2473,I31512782,Technische Universität Darmstadt,exact
2474,I197251160,Hebrew University of Jerusalem,exact
2475,I16391192,Tel Aviv University,exact
2476,I4432739,University of Bergen,exact
2477,I47508984,Imperial College London,fuzzy
2478,I36234482,University of Bristol,exact
2479,I35440088,ETH Zurich,fuzzy
2480,I124055696,University of Copenhagen,exact
2481,I114112103,Leibniz University Hannover,fuzzy
2482,I83816512,University of Genoa,exact
2483,I35440088,ETH Zurich,fuzzy
2484,I53964585,Weizmann Institute of Science,fuzzy
2485,I149899117,Max Planck Society,exact
2486,I157286207,"National University of Ireland, Maynooth",exact
2487,I1902872,EURECOM,exact
2488,I145847075,TU Wien,exact
2489,I21250087,Charles University,fuzzy
2490,I881427289,University of Gothenburg,exact
2491,,,
2492,,,
2493,I133731052,University of Helsinki,exact
2494,I2799803557,Barcelona Supercomputing Center,exact
2495,I53964585,Weizmann Institute of Science,fuzzy
2496,I53964585,Weizmann Institute of Science,fuzzy
2497,I2799803557,Barcelona Supercomputing Center,exact
2498,I182083151,Universidad Rey Juan Carlos,exact
2499,I4654613,University of Warsaw,exact
2500,I86987016,KTH Royal Institute of Technology,fuzzy
2501,,,
2502,,,
2503,I62916508,Technical University of Munich,exact
2504,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2505,I35440088,ETH Zurich,fuzzy
2506,I16391192,Tel Aviv University,exact
2507,I241749,University of Cambridge,exact
2508,I40120149,University of Oxford,exact
2509,I4210162154,IMDEA Software Institute,exact
2510,I861853513,Sapienza University of Rome,exact
2511,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2512,I35440088,ETH Zurich,fuzzy
2513,I4210166741,University of Klagenfurt,exact
2514,,,
2515,I95674353,UCLouvain,fuzzy
2516,I4210128801,Helmholtz Center for Information Security,fuzzy
2517,,,
2518,I255234318,Universidad de Zaragoza,exact
2519,,,
2520,,,
2521,,,
2522,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2523,I202697423,University of Zurich,exact
2524,I154338468,University of Fribourg,exact
2525,I4654613,University of Warsaw,exact
2526,I39804081,Sorbonne Université,exact
2527,I13955877,Bar-Ilan University,exact
2528,I4210128801,Helmholtz Center for Information Security,fuzzy
2529,I149899117,Max Planck Society,exact
2530,I98677209,University of Edinburgh,exact
2531,I4092182,Graz University of Technology,exact
2532,I174306211,Technion – Israel Institute of Technology,exact
2533,I123387679,Uppsala University,exact
2534,I157556583,Institute of Science and Technology Austria,exact
2535,I98677209,University of Edinburgh,exact
2536,I62916508,Technical University of Munich,exact
2537,I44504214,Czech Technical University in Prague,fuzzy
2538,,,
2539,I149899117,Max Planck Society,exact
2540,I124055696,University of Copenhagen,exact
2541,I180437899,University of Bremen,exact
2542,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2543,I91136226,University of Sheffield,exact
2544,I4577782,Technische Universität Berlin,fuzzy
2545,,,
2546,I241749,University of Cambridge,exact
2547,I204337017,Aarhus University,exact
2548,I223822909,Heidelberg University,fuzzy
2549,I16097986,Universitat de València,exact
2550,I187531555,Lund University,exact
2551,,,
2552,I39555362,University of Warwick,exact
2553,,,
2554,I83019370,Eindhoven University of Technology,exact
2555,I40120149,University of Oxford,exact
2556,I40120149,University of Oxford,exact
2557,I142617266,University of Crete,exact
2558,I157556583,Institute of Science and Technology Austria,exact
2559,I904495901,Ruhr University Bochum,fuzzy
2560,,,
2561,I32597200,Ghent University,exact
2562,I13955877,Bar-Ilan University,exact
2563,I21250087,Charles University,fuzzy
2564,I57201433,Università della Svizzera italiana,exact
2565,I174306211,Technion – Israel Institute of Technology,exact
2566,I4405262988,NWO-I,fuzzy
2567,I193662353,Utrecht University,exact
2568,I35440088,ETH Zurich,fuzzy
2569,I83467386,IT University of Copenhagen,exact
2570,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2571,I98358874,Delft University of Technology,exact
2572,I96673099,Technical University of Denmark,exact
2573,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2574,I197251160,Hebrew University of Jerusalem,exact
2575,I32597200,Ghent University,exact
2576,I193223587,University of Trento,exact
2577,I1850255,University of Basel,exact
2578,I32062511,Heriot-Watt University,exact
2579,,,
2580,I255234318,Universidad de Zaragoza,exact
2581,,,
2582,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2583,,,
2584,I169381384,University of Groningen,exact
2585,,,
2586,I187531555,Lund University,exact
2587,,,
2588,,,
2589,I23923803,University of Exeter,exact
2590,I71267560,University of Naples Federico II,exact
2591,,,
2592,I114112103,Leibniz University Hannover,fuzzy
2593,I52590639,Nottingham Trent University,exact
2594,I98358874,Delft University of Technology,exact
2595,I150540706,University of Veterinary Medicine Vienna,fuzzy
2596,I83019370,Eindhoven University of Technology,exact
2597,,,
2598,,,
2599,I96673099,Technical University of Denmark,exact
2600,,,
2601,I135140700,University of Bonn,exact
2602,I30771326,Italian Institute of Technology,exact
2603,I161046081,University of Freiburg,exact
2604,I115752224,University of Insubria,exact
2605,I94624287,University of Twente,exact
2606,I4210093216,Institut Català de Nanociència i Nanotecnologia,fuzzy
2607,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2608,I149899117,Max Planck Society,exact
2609,I99464096,KU Leuven,exact
2610,I55741626,Technical University of Crete,exact
2611,,,
2612,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2613,I4405262988,NWO-I,fuzzy
2614,I99464096,KU Leuven,exact
2615,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2616,I197251160,Hebrew University of Jerusalem,exact
2617,,,
2618,I34771391,University of Cyprus,exact
2619,,,
2620,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2621,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2622,I34771391,University of Cyprus,exact
2623,I16391192,Tel Aviv University,exact
2624,I32597200,Ghent University,exact
2625,I98381234,University of Oulu,exact
2626,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
2627,I174306211,Technion – Israel Institute of Technology,exact
2628,,,
2629,I79940851,University of Brescia,exact
2630,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2631,I34771391,University of Cyprus,exact
2632,I114112103,Leibniz University Hannover,fuzzy
2633,I123387679,Uppsala University,exact
2634,I94624287,University of Twente,exact
2635,I126231945,Queen's University Belfast,exact
2636,I32597200,Ghent University,exact
2637,I53964585,Weizmann Institute of Science,fuzzy
2638,I71999127,Universitat de Barcelona,exact
2639,I100930933,University College Dublin,fuzzy
2640,I30771326,Italian Institute of Technology,exact
2641,I196972281,Imec the Netherlands,exact
2642,I96673099,Technical University of Denmark,exact
2643,I102335020,Karlsruhe Institute of Technology,exact
2644,I13955877,Bar-Ilan University,exact
2645,I197251160,Hebrew University of Jerusalem,exact
2646,I1902872,EURECOM,exact
2647,I123387679,Uppsala University,exact
2648,I4405262988,NWO-I,fuzzy
2649,I202697423,University of Zurich,exact
2650,,,
2651,I62916508,Technical University of Munich,exact
2652,I30771326,Italian Institute of Technology,exact
2653,I95674353,UCLouvain,fuzzy
2654,I86987016,KTH Royal Institute of Technology,fuzzy
2655,I94624287,University of Twente,exact
2656,,,
2657,,,
2658,I157674565,University of Liège,exact
2659,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2660,I96673099,Technical University of Denmark,exact
2661,I66862912,Chalmers University of Technology,exact
2662,I16835326,University of St Andrews,exact
2663,I34771391,University of Cyprus,exact
2664,I30771326,Italian Institute of Technology,exact
2665,I161046081,University of Freiburg,exact
2666,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2667,I62916508,Technical University of Munich,exact
2668,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2669,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
2670,I145847075,TU Wien,exact
2671,I130828816,University of Leeds,exact
2672,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2673,I174306211,Technion – Israel Institute of Technology,exact
2674,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2675,I31512782,Technische Universität Darmstadt,exact
2676,I169381384,University of Groningen,exact
2677,I66862912,Chalmers University of Technology,exact
2678,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2679,I96673099,Technical University of Denmark,exact
2680,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2681,I31512782,Technische Universität Darmstadt,exact
2682,I108290504,University of Pisa,exact
2683,I96673099,Technical University of Denmark,exact
2684,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2685,I106785703,Institut polytechnique de Grenoble,exact
2686,I99464096,KU Leuven,exact
2687,I102335020,Karlsruhe Institute of Technology,exact
2688,I177477856,Politecnico di Torino,exact
2689,I35440088,ETH Zurich,fuzzy
2690,I1902872,EURECOM,exact
2691,I170486558,Universitat Pompeu Fabra,exact
2692,I183935753,King's College London,exact
2693,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2694,I241749,University of Cambridge,exact
2695,I60053951,Universitat Politècnica de València,exact
2696,I170486558,Universitat Pompeu Fabra,exact
2697,I2801349226,Leibniz Institute of Photonic Technology,fuzzy
2698,I202697423,University of Zurich,exact
2699,I47508984,Imperial College London,fuzzy
2700,I32597200,Ghent University,exact
2701,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2702,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2703,I143804889,Loughborough University,exact
2704,I899635006,Université Grenoble Alpes,fuzzy
2705,I4092182,Graz University of Technology,exact
2706,,,
2707,I43439940,University of Southampton,exact
2708,I4210126328,IBM Research - Zurich,fuzzy
2709,I28407311,University of Manchester,exact
2710,,,
2711,I142263535,University of Nottingham,exact
2712,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2713,I53964585,Weizmann Institute of Science,fuzzy
2714,I100930933,University College Dublin,fuzzy
2715,I9341345,University of Lübeck,exact
2716,I62916508,Technical University of Munich,exact
2717,,,
2718,I7882870,University of Glasgow,exact
2719,I95793202,Otto-von-Guericke-Universität Magdeburg,exact
2720,I98358874,Delft University of Technology,exact
2721,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2722,I45129253,University College London,exact
2723,I94624287,University of Twente,exact
2724,I93860229,Politecnico di Milano,exact
2725,I891191580,Aalborg University,exact
2726,,,
2727,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
2728,I32021983,Christian-Albrechts-Universität zu Kiel,fuzzy
2729,,,
2730,I241749,University of Cambridge,exact
2731,,,
2732,,,
2733,I86987016,KTH Royal Institute of Technology,fuzzy
2734,I47508984,Imperial College London,fuzzy
2735,,,
2736,I83019370,Eindhoven University of Technology,exact
2737,,,
2738,I193223587,University of Trento,exact
2739,I166337079,Queen Mary University of London,fuzzy
2740,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2741,I4577782,Technische Universität Berlin,fuzzy
2742,I123387679,Uppsala University,exact
2743,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
2744,,,
2745,I177969490,University of Southern Denmark,exact
2746,,,
2747,I100066346,University of Stuttgart,exact
2748,I50357001,Universidad Carlos III de Madrid,exact
2749,I193662353,Utrecht University,exact
2750,I4405262988,NWO-I,fuzzy
2751,I116067653,University of Rome Tor Vergata,exact
2752,I887064364,University of Amsterdam,exact
2753,I100930933,University College Dublin,fuzzy
2754,,,
2755,I129774422,University of Vienna,exact
2756,I86987016,KTH Royal Institute of Technology,fuzzy
2757,,,
2758,I34352273,Maastricht University,exact
2759,I96673099,Technical University of Denmark,exact
2760,I50357001,Universidad Carlos III de Madrid,exact
2761,I9360294,University of Bologna,exact
2762,I99464096,KU Leuven,exact
2763,I184942183,University of Oslo,exact
2764,,,
2765,I93860229,Politecnico di Milano,exact
2766,,,
2767,I2799562678,Catalan Institute for Water Research,fuzzy
2768,I25217355,University of Pavia,exact
2769,I114112103,Leibniz University Hannover,fuzzy
2770,I11019714,Universidade da Coruña,exact
2771,I204778367,Norwegian University of Science and Technology,exact
2772,I98358874,Delft University of Technology,exact
2773,I66862912,Chalmers University of Technology,exact
2774,I98358874,Delft University of Technology,exact
2775,I98358874,Delft University of Technology,exact
2776,I83019370,Eindhoven University of Technology,exact
2777,I205274468,Trinity College Dublin,exact
2778,,,
2779,I100930933,University College Dublin,fuzzy
2780,,,
2781,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2782,I94624287,University of Twente,exact
2783,I159176309,Universität Hamburg,exact
2784,,,
2785,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2786,I4432739,University of Bergen,exact
2787,,,
2788,I93860229,Politecnico di Milano,exact
2789,,,
2790,I157674565,University of Liège,exact
2791,I86987016,KTH Royal Institute of Technology,fuzzy
2792,I94624287,University of Twente,exact
2793,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
2794,,,
2795,I193223587,University of Trento,exact
2796,I149213910,University of Antwerp,exact
2797,I100930933,University College Dublin,fuzzy
2798,I93860229,Politecnico di Milano,exact
2799,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2800,,,
2801,I86987016,KTH Royal Institute of Technology,fuzzy
2802,I174306211,Technion – Israel Institute of Technology,exact
2803,I86987016,KTH Royal Institute of Technology,fuzzy
2804,I98358874,Delft University of Technology,exact
2805,I174306211,Technion – Israel Institute of Technology,exact
2806,,,
2807,I180437899,University of Bremen,exact
2808,I170486558,Universitat Pompeu Fabra,exact
2809,I204778367,Norwegian University of Science and Technology,exact
2810,I204778367,Norwegian University of Science and Technology,exact
2811,,,
2812,I1294671590,Centre National de la Recherche Scientifique,fuzzy
2813,I98381234,University of Oulu,exact
2814,I98677209,University of Edinburgh,exact
2815,,,
