rid,eu_name,authorid,sci_name,source,score
57,David Drew,A5064821348,David W. Drew,initial,
57,David Drew,A5066926875,D. J. Drew,initial,
57,David Drew,A5072043308,D. M. Drew,initial,
57,David Drew,A5073862586,D Z Drew,initial,
57,David Drew,A5075420051,D. L. Drew,initial,
57,David Drew,A5083516095,D. P. Drew,initial,
57,David Drew,A5087327002,D Drew Murray,initial,
57,David Drew,A5088031378,D. Drew Diggins,initial,
57,David Drew,A5090238933,David Abbot Drew,initial,
57,David Drew,A5091238808,David E. Drew,initial,
57,David Drew,A5091610402,D DREW,initial,
57,David Drew,A5094422919,D Drew London,initial,
57,David Drew,A5096329937,David Drew,initial,
57,David Drew,A5097038415,D. Drew,initial,
57,David Drew,A5097378423,D. Drew,initial,
57,David Drew,A5097530754,D. Drew,initial,
57,David Drew,A5097583276,David E. Drew,initial,
57,David Drew,A5097883949,D. Drew,initial,
57,David Drew,A5107165641,Dave Drew,initial,
57,David Drew,A5109991817,D. W. Drew,initial,
57,David Drew,A5110876256,D. Drew,initial,
57,David Drew,A5111057635,David Drew Thompson,initial,
57,David Drew,A5111284430,D. Drew,initial,
57,David Drew,A5111801428,David Drew,initial,
57,David Drew,A5112944737,David E. Drew,initial,
57,David Drew,A5113923859,DA Drew,initial,
57,David Drew,A5114000103,David Drew,initial,
58,Michael Hothorn,A5063407935,M. Hothorn,initial,
58,Michael Hothorn,A5089590993,Michael Hothorn,initial,
58,Michael Hothorn,A5103290046,Michael Hothorn,initial,
59,Chirlmin Joo,A5106447656,C. Joo,ngram,0.44640226241726877
61,Claudine Simone Kraft,A5004962827,C. Kraft,initial,
61,Claudine Simone Kraft,A5013645309,C. Kraft,initial,
61,Claudine Simone Kraft,A5022608936,Claudine Kraft,initial,
61,Claudine Simone Kraft,A5029132213,C. Kraft,initial,
61,Claudine Simone Kraft,A5029992295,C Kraft,initial,
61,Claudine Simone Kraft,A5031751977,C. Kraft,initial,
61,Claudine Simone Kraft,A5043014654,C.S. Kraft,initial,
61,Claudine Simone Kraft,A5046383412,C. Kraft,initial,
61,Claudine Simone Kraft,A5052413290,C. Kraft,initial,
61,Claudine Simone Kraft,A5060841581,C. Kraft,initial,
61,Claudine Simone Kraft,A5062824207,C. S. Kraft,initial,
61,Claudine Simone Kraft,A5064777998,C Kraft,initial,
61,Claudine Simone Kraft,A5084438303,C. Kraft,initial,
61,Claudine Simone Kraft,A5108138474,Claudine Kraft,initial,
61,Claudine Simone Kraft,A5109010891,C. Kraft,initial,
61,Claudine Simone Kraft,A5111468158,C. Kraft,initial,
62,Gad Asher,A5113515877,G.M. Asher,ngram+initial,0.6470847975186127
62,Gad Asher,A5007425403,G. Asher,initial,
62,Gad Asher,A5012740914,Gad Asher,initial,
62,Gad Asher,A5026248299,G. Asher Newsome,initial,
62,Gad Asher,A5037490320,G Asher,initial,
62,Gad Asher,A5053621808,G. B. Asher,initial,
62,Gad Asher,A5067597543,G. M. Asher,initial,
62,Gad Asher,A5075452908,G. Al. Asher,initial,
62,Gad Asher,A5081628599,G.M. Asher,initial,
62,Gad Asher,A5084382660,G. M. Asher,initial,
62,Gad Asher,A5084411153,G. BAR-ASHER,initial,
62,Gad Asher,A5104363014,G.W. Asher,initial,
62,Gad Asher,A5106697328,G. Asher,initial,
62,Gad Asher,A5107094622,G. Asher,initial,
62,Gad Asher,A5109995803,G. W. Asher,initial,
63,Hans Heugh Wandall,A5002444463,H H WANDALL,initial,
63,Hans Heugh Wandall,A5007421492,H H WANDALL,initial,
63,Hans Heugh Wandall,A5028540597,Hans H. Wandall,initial,
63,Hans Heugh Wandall,A5046760629,H.H. Wandall,initial,
63,Hans Heugh Wandall,A5047875799,H. H. Wandall,initial,
63,Hans Heugh Wandall,A5064850474,H H WANDALL,initial,
64,Cyril Boris Zipfel,A5002600482,C Boris,initial,
64,Cyril Boris Zipfel,A5002677555,C Boris,initial,
64,Cyril Boris Zipfel,A5003769690,C Boris,initial,
64,Cyril Boris Zipfel,A5004838059,C Boris,initial,
64,Cyril Boris Zipfel,A5007871257,C. Zipfel,initial,
64,Cyril Boris Zipfel,A5012066248,C Boris,initial,
64,Cyril Boris Zipfel,A5016028795,C Boris,initial,
64,Cyril Boris Zipfel,A5020698263,C Boris,initial,
64,Cyril Boris Zipfel,A5020889093,C Boris,initial,
64,Cyril Boris Zipfel,A5029524612,C Boris,initial,
64,Cyril Boris Zipfel,A5034371850,C Boris,initial,
64,Cyril Boris Zipfel,A5041108316,C Boris,initial,
64,Cyril Boris Zipfel,A5043155180,C Boris,initial,
64,Cyril Boris Zipfel,A5043926387,C Boris,initial,
64,Cyril Boris Zipfel,A5047186115,C Boris,initial,
64,Cyril Boris Zipfel,A5051096802,C Boris,initial,
64,Cyril Boris Zipfel,A5052740125,C Boris,initial,
64,Cyril Boris Zipfel,A5055236444,Cyril Zipfel,initial,
64,Cyril Boris Zipfel,A5055872774,C Boris,initial,
64,Cyril Boris Zipfel,A5058828416,C. Zipfel,initial,
64,Cyril Boris Zipfel,A5059346454,C Boris,initial,
64,Cyril Boris Zipfel,A5059680332,C. Boris,initial,
64,Cyril Boris Zipfel,A5063689013,C Boris,initial,
64,Cyril Boris Zipfel,A5068191050,C Boris,initial,
64,Cyril Boris Zipfel,A5075173420,C Boris,initial,
64,Cyril Boris Zipfel,A5079307651,C Boris,initial,
64,Cyril Boris Zipfel,A5091562084,C Boris,initial,
65,Katja Strässer,A5041887051,Katja S. Meuche,ngram,0.5901209492472506
65,Katja Strässer,A5007234944,K. Strasser,initial,
65,Katja Strässer,A5019456954,K. Strasser,initial,
65,Katja Strässer,A5021740254,K. Strasser,initial,
65,Katja Strässer,A5036627472,K. Strasser,initial,
65,Katja Strässer,A5043276716,K. Strasser,initial,
65,Katja Strässer,A5050025293,K. Strasser,initial,
65,Katja Strässer,A5056186562,K. Strasser,initial,
65,Katja Strässer,A5058580126,K. H. Strasser,initial,
65,Katja Strässer,A5068450978,K. Strasser,initial,
65,Katja Strässer,A5068728881,K. Strasser,initial,
65,Katja Strässer,A5078233958,K Strasser,initial,
65,Katja Strässer,A5089025899,K Strasser,initial,
65,Katja Strässer,A5089635841,K. Strasser,initial,
66,Markus Andreas Seeger,A5024847174,Andreas Seeger,ngram,0.8294519738998531
66,Markus Andreas Seeger,A5013642695,M. Seeger,ngram+initial,0.6808513695076119
66,Markus Andreas Seeger,A5027728178,S Seeger,ngram,0.6808513695076119
66,Markus Andreas Seeger,A5000785727,M. Seeger,initial,
66,Markus Andreas Seeger,A5003895168,M. Seeger,initial,
66,Markus Andreas Seeger,A5006067597,M Seeger,initial,
66,Markus Andreas Seeger,A5015900097,M. Seeger,initial,
66,Markus Andreas Seeger,A5018712722,M Seeger,initial,
66,Markus Andreas Seeger,A5021845095,Mark A. Seeger,initial,
66,Markus Andreas Seeger,A5025087595,M Seeger,initial,
66,Markus Andreas Seeger,A5033882681,M Seeger,initial,
66,Markus Andreas Seeger,A5034172642,M. Seeger,initial,
66,Markus Andreas Seeger,A5041453100,M Seeger,initial,
66,Markus Andreas Seeger,A5041950421,Markus Seeger,initial,
66,Markus Andreas Seeger,A5045971674,M Seeger,initial,
66,Markus Andreas Seeger,A5047526010,M Seeger,initial,
66,Markus Andreas Seeger,A5048767934,M. Seeger,initial,
66,Markus Andreas Seeger,A5057014991,M. Seeger,initial,
66,Markus Andreas Seeger,A5061801388,M Seeger,initial,
66,Markus Andreas Seeger,A5062326920,M. Seeger,initial,
66,Markus Andreas Seeger,A5064758155,M Seeger,initial,
66,Markus Andreas Seeger,A5064776658,M Seeger,initial,
66,Markus Andreas Seeger,A5069807330,M Seeger,initial,
66,Markus Andreas Seeger,A5074188823,M. Seeger,initial,
66,Markus Andreas Seeger,A5080608549,M Seeger,initial,
66,Markus Andreas Seeger,A5086591800,Markus A. Seeger,initial,
66,Markus Andreas Seeger,A5088212009,M Seeger,initial,
66,Markus Andreas Seeger,A5110352261,M. Seeger,initial,
66,Markus Andreas Seeger,A5112306624,Markus Seeger,initial,
67,Alwin Köhler,A5025022046,A Kohler,ngram,0.6793322121503232
67,Alwin Köhler,A5030971343,A. Köhler,ngram,0.6793322121503232
67,Alwin Köhler,A5033317486,A Köhler,ngram,0.6793322121503232
67,Alwin Köhler,A5057769926,A. Kohler,ngram,0.6793322121503232
68,Thomas Arnesen,A5007574710,Tommy Arnesen,initial,
68,Thomas Arnesen,A5032682346,Thomas Arnesen,initial,
68,Thomas Arnesen,A5034557674,T Arnesen,initial,
68,Thomas Arnesen,A5046805641,T.E. Arnesen,initial,
68,Thomas Arnesen,A5063143042,T. Arnesen,initial,
68,Thomas Arnesen,A5082504781,T.T.H. Arnesen,initial,
68,Thomas Arnesen,A5102911465,Thomas Arnesen,initial,
69,Nicolas Reyes Garcia,A5046571592,Nicolas Garcia,ngram,0.7440306540939792
70,Friedrich Förster,A5054932668,F. M. Forster,ngram,0.6681538821542717
72,Naoko Mizuno,A5032071107,N Mizuno,ngram+initial,0.7530126699094557
72,Naoko Mizuno,A5109964721,N. Mizuno,ngram+initial,0.7530126699094557
72,Naoko Mizuno,A5003334848,N. Mizuno,initial,
72,Naoko Mizuno,A5008903502,N. Mizuno,initial,
72,Naoko Mizuno,A5012221587,N. Mizuno,initial,
72,Naoko Mizuno,A5021442515,N. Mizuno,initial,
72,Naoko Mizuno,A5027051018,N. Mizuno,initial,
72,Naoko Mizuno,A5040407149,Naoko Mizuno,initial,
72,Naoko Mizuno,A5042684725,N. Mizuno,initial,
72,Naoko Mizuno,A5043963630,N S MIZUNO,initial,
72,Naoko Mizuno,A5049083235,N Mizuno,initial,
72,Naoko Mizuno,A5052468349,N Mizuno,initial,
72,Naoko Mizuno,A5059198812,N MIZUNO,initial,
72,Naoko Mizuno,A5062504169,Naoko Mizuno,initial,
72,Naoko Mizuno,A5067557720,N MIZUNO,initial,
72,Naoko Mizuno,A5067668715,N. Kondo-Mizuno,initial,
72,Naoko Mizuno,A5072984958,N MIZUNO,initial,
72,Naoko Mizuno,A5073338947,N. Mizuno,initial,
72,Naoko Mizuno,A5078035690,N. Mizuno,initial,
72,Naoko Mizuno,A5080166360,N. Mizuno,initial,
72,Naoko Mizuno,A5081845618,N. MIZUNO,initial,
72,Naoko Mizuno,A5087801051,N. Mizuno,initial,
72,Naoko Mizuno,A5091753971,N. Mizuno,initial,
72,Naoko Mizuno,A5091804369,N. Mizuno,initial,
72,Naoko Mizuno,A5103099669,Naoko Mizuno,initial,
72,Naoko Mizuno,A5109795091,Naoko Mizuno,initial,
72,Naoko Mizuno,A5112025553,N. Mizuno,initial,
72,Naoko Mizuno,A5112096735,N Mizuno,initial,
72,Naoko Mizuno,A5113539072,N. Mizuno,initial,
73,Anja Groth,A5045825670,A. Grothey,ngram,0.5882636255385053
73,Anja Groth,A5002902336,A Malmström-Groth,initial,
73,Anja Groth,A5006939560,Anja C. Groth,initial,
73,Anja Groth,A5007335307,A. Groth,initial,
73,Anja Groth,A5012213794,A H Groth,initial,
73,Anja Groth,A5016792938,A. Groth,initial,
73,Anja Groth,A5016964611,A. G. MALMSTRÖM‐GROTH,initial,
73,Anja Groth,A5030239165,A. Groth,initial,
73,Anja Groth,A5038236778,A Groth,initial,
73,Anja Groth,A5041925950,A. Nicolas Groth,initial,
73,Anja Groth,A5043161344,A. Groth,initial,
73,Anja Groth,A5045081982,A. Groth,initial,
73,Anja Groth,A5047845850,A. Groth,initial,
73,Anja Groth,A5049273457,A. Groth,initial,
73,Anja Groth,A5055295358,A. Groth,initial,
73,Anja Groth,A5066255346,A. Groth,initial,
73,Anja Groth,A5070019985,A. Groth,initial,
73,Anja Groth,A5070391440,A. Groth,initial,
73,Anja Groth,A5076432360,Anja Groth,initial,
73,Anja Groth,A5077081584,A. Groth,initial,
73,Anja Groth,A5079730376,A. Groth,initial,
73,Anja Groth,A5082054830,A Groth,initial,
73,Anja Groth,A5086516807,A. Groth,initial,
73,Anja Groth,A5086661619,A Malmstrom-Groth,initial,
73,Anja Groth,A5087304115,A. Nicholas Groth,initial,
73,Anja Groth,A5089264163,A. H. Groth,initial,
73,Anja Groth,A5089527674,A Malmström-Groth,initial,
73,Anja Groth,A5090469169,A. Groth,initial,
73,Anja Groth,A5096691868,A. Groth,initial,
73,Anja Groth,A5100118877,Anja Groth Umschlaggestaltung,initial,
73,Anja Groth,A5108256812,Anja Groth,initial,
73,Anja Groth,A5109371089,A.C. Groth,initial,
74,Cristobal Axel Innis,A5005957491,C Axel,initial,
74,Cristobal Axel Innis,A5005966321,C. Axel,initial,
74,Cristobal Axel Innis,A5029339833,C. INNIS,initial,
74,Cristobal Axel Innis,A5053935606,C. Axel Innis,initial,
74,Cristobal Axel Innis,A5058849040,C Axel,initial,
74,Cristobal Axel Innis,A5087497404,C Axel,initial,
74,Cristobal Axel Innis,A5090853566,C Axel,initial,
75,Lori Anne Passmore,A5059455238,Lori Anne,ngram,0.4829915156566783
75,Lori Anne Passmore,A5026689567,Lori A. Passmore,initial,
76,Rouslan Efremov,A5002197150,R.G. Efremov,initial,
76,Rouslan Efremov,A5002224332,R. Efremov,initial,
76,Rouslan Efremov,A5018621651,R. A. Efremov,initial,
76,Rouslan Efremov,A5032702918,Rouslan G. Efremov,initial,
76,Rouslan Efremov,A5047392905,R. A. Efremov,initial,
76,Rouslan Efremov,A5052721420,R. V. EFREMOV,initial,
76,Rouslan Efremov,A5056615633,R Efremov Yaroslav,initial,
76,Rouslan Efremov,A5072930390,R. V. Efremov,initial,
76,Rouslan Efremov,A5079900850,R.G. Efremov,initial,
76,Rouslan Efremov,A5083773729,R. Efremov,initial,
76,Rouslan Efremov,A5094654647,R Efremov,initial,
76,Rouslan Efremov,A5099690183,R. A. Efremov,initial,
76,Rouslan Efremov,A5106042962,R. Efremov,initial,
77,Rémi Fronzes,A5004359762,Rémi Fronzes,initial,
78,David Komander,A5086480636,David Komander,initial,
79,Sylvia Erhardt,A5075333006,Sylvia Erhardt,ngram+initial,0.9999999999999999
79,Sylvia Erhardt,A5003615365,S. Erhardt,initial,
79,Sylvia Erhardt,A5013103410,S. Erhardt,initial,
79,Sylvia Erhardt,A5020796718,S. Erhardt,initial,
79,Sylvia Erhardt,A5024696634,S. Erhardt,initial,
79,Sylvia Erhardt,A5040950164,S. Erhardt S,initial,
79,Sylvia Erhardt,A5060082267,S Erhardt,initial,
79,Sylvia Erhardt,A5064867225,S. Erhardt,initial,
79,Sylvia Erhardt,A5066929487,S Erhardt,initial,
79,Sylvia Erhardt,A5071195378,S. Erhardt-Zabik,initial,
79,Sylvia Erhardt,A5097209782,S. Erhardt,initial,
80,Christian Helmut Haering,A5009196400,Christian H. Haering,initial,
80,Christian Helmut Haering,A5027407196,C. Haering,initial,
80,Christian Helmut Haering,A5041068406,C. Haering,initial,
80,Christian Helmut Haering,A5048059569,C. Haering,initial,
80,Christian Helmut Haering,A5096869795,C. Helmut,initial,
81,Maria Falkenberg Gustafsson,A5079831053,M. Falkenberg,ngram+initial,0.7165052940088364
81,Maria Falkenberg Gustafsson,A5017040666,Marie Gustafsson,ngram,0.6658515119712872
81,Maria Falkenberg Gustafsson,A5017401738,Marie Gustafsson,ngram,0.6658515119712872
81,Maria Falkenberg Gustafsson,A5002287357,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5024738601,M Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5025438593,M Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5038944411,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5042360411,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5052428234,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5057322189,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5065359260,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5076451548,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5083603378,M Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5083996043,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5084403450,Maria Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5089932146,M Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5091074266,M. Falkenberg,initial,
81,Maria Falkenberg Gustafsson,A5103238025,M. Falkenberg,initial,
82,Mariusz Nowacki,A5010987880,M. Nowacki,initial,
82,Mariusz Nowacki,A5012818688,M Nowacki,initial,
82,Mariusz Nowacki,A5019120519,M Nowacki,initial,
82,Mariusz Nowacki,A5020264733,M.J. Nowacki,initial,
82,Mariusz Nowacki,A5021274911,M. Nowacki,initial,
82,Mariusz Nowacki,A5027735512,M. Nowacki,initial,
82,Mariusz Nowacki,A5031136813,M. Nowacki,initial,
82,Mariusz Nowacki,A5031852310,M. Nowacki,initial,
82,Mariusz Nowacki,A5042752468,M. Nowacki,initial,
82,Mariusz Nowacki,A5044553798,M. Nowacki,initial,
82,Mariusz Nowacki,A5044820964,Mariusz Nowacki,initial,
82,Mariusz Nowacki,A5044873209,M. Nowacki,initial,
82,Mariusz Nowacki,A5056575492,M Nowacki,initial,
82,Mariusz Nowacki,A5057558178,M Nowacki,initial,
82,Mariusz Nowacki,A5065660575,M Nowacki,initial,
82,Mariusz Nowacki,A5068381377,M. Nowacki,initial,
82,Mariusz Nowacki,A5079752237,M. Nowacki,initial,
82,Mariusz Nowacki,A5089709051,M Nowacki,initial,
82,Mariusz Nowacki,A5112867919,M. Nowacki,initial,
83,Petr Cejka,A5000719588,Petr Čejka,initial,
83,Petr Cejka,A5003568991,Petr Čejka,initial,
83,Petr Cejka,A5007376078,Petr Cejka,initial,
83,Petr Cejka,A5009036778,P. Cejka,initial,
83,Petr Cejka,A5014452991,P. Čejka,initial,
83,Petr Cejka,A5015847864,P Cejka,initial,
83,Petr Cejka,A5041221928,P. ČEJKA,initial,
83,Petr Cejka,A5043083972,P. ČEJKA,initial,
83,Petr Cejka,A5056096904,Petr Ćejka,initial,
83,Petr Cejka,A5069668387,P. ČEJKA,initial,
83,Petr Cejka,A5072881206,P. Čejka,initial,
83,Petr Cejka,A5073429107,Petr Čejka,initial,
83,Petr Cejka,A5078387114,P. Čejka,initial,
83,Petr Cejka,A5090183474,Petr Čejka,initial,
83,Petr Cejka,A5091196096,Petra Cejka,initial,
83,Petr Cejka,A5105083571,Petr Čejka,initial,
83,Petr Cejka,A5111607615,P-J Cejka,initial,
83,Petr Cejka,A5111863837,P. Cejka,initial,
84,Helen Walden,A5029005109,Helen W-M Lee,ngram,0.5952031258924974
84,Helen Walden,A5006592692,H. Walden,initial,
84,Helen Walden,A5008222745,Helen Walden,initial,
84,Helen Walden,A5014544927,H. Walden,initial,
84,Helen Walden,A5021729490,H.R. Walden,initial,
84,Helen Walden,A5034656014,H. Walden,initial,
84,Helen Walden,A5040154933,H. D. Walden,initial,
84,Helen Walden,A5043122372,H. Walden,initial,
84,Helen Walden,A5045793677,H. Walden,initial,
84,Helen Walden,A5050351057,Helena Hildur Waldén,initial,
84,Helen Walden,A5054198338,H. Walden,initial,
84,Helen Walden,A5055937619,Helen Walden,initial,
84,Helen Walden,A5069101653,H. C. P. Walden,initial,
84,Helen Walden,A5072760165,H. Walden,initial,
84,Helen Walden,A5073862864,H. Walden,initial,
84,Helen Walden,A5075415457,H. Nelson Walden,initial,
84,Helen Walden,A5078677129,H. A. Walden,initial,
84,Helen Walden,A5080793982,H Chen-Walden,initial,
84,Helen Walden,A5081647394,H. Walden,initial,
84,Helen Walden,A5083376576,H. Walden,initial,
84,Helen Walden,A5089575313,H. Walden,initial,
84,Helen Walden,A5089986722,H Chen-Walden,initial,
84,Helen Walden,A5093837660,Helen Walden,initial,
84,Helen Walden,A5098661476,Helen Walden,initial,
85,Gunter Jurgen Andreas Meister,A5008384320,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5008551177,G Meister,initial,
85,Gunter Jurgen Andreas Meister,A5009833655,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5014131765,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5016962335,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5022830046,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5024203746,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5026085954,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5028212762,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5029761610,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5031666965,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5031942283,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5037338565,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5042255688,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5053998828,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5058056443,Gunter Meister,initial,
85,Gunter Jurgen Andreas Meister,A5060915585,G Meister,initial,
85,Gunter Jurgen Andreas Meister,A5083242669,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5089300391,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5094970666,G Meister,initial,
85,Gunter Jurgen Andreas Meister,A5097689275,G. Jurgen,initial,
85,Gunter Jurgen Andreas Meister,A5098495956,G. Meister,initial,
85,Gunter Jurgen Andreas Meister,A5099628951,G Meister,initial,
86,Dana Branzei,A5033747710,Dana Branzei,initial,
86,Dana Branzei,A5040416077,Dana Branzei,initial,
86,Dana Branzei,A5074686326,Dan Brânzei,initial,
87,Han Karel Remaut,A5006021304,H. Karel,ngram+initial,0.5005841352506373
87,Han Karel Remaut,A5000815777,H. Karel,initial,
87,Han Karel Remaut,A5026194678,Han Remaut,initial,
87,Han Karel Remaut,A5028339608,H Karel,initial,
88,Juha Huiskonen,A5074800971,Juha T. Huiskonen,initial,
89,Irina Gutsche,A5027339692,Irina Gutsche Perelroizen,initial,
89,Irina Gutsche,A5034945097,I Gutsche,initial,
89,Irina Gutsche,A5039571597,Irina Gutsche,initial,
89,Irina Gutsche,A5054997427,I. Gutsche,initial,
89,Irina Gutsche,A5067733403,Irina Gutsche,initial,
89,Irina Gutsche,A5078782038,I. Gutsche,initial,
89,Irina Gutsche,A5087279380,Irina Gutsche-Perelroizen,initial,
90,Christian Siebold,A5037626610,Christian Siebold,ngram+initial,1.0
90,Christian Siebold,A5004412417,C. Th. v. Siebold,initial,
90,Christian Siebold,A5013356148,C. Siebold,initial,
90,Christian Siebold,A5030609862,C.T. von Siebold,initial,
90,Christian Siebold,A5032935115,C. Th. E. von Siebold,initial,
90,Christian Siebold,A5037298344,C. von Siebold,initial,
90,Christian Siebold,A5057959770,C. Th. v. Siebold,initial,
90,Christian Siebold,A5068965379,C. Siebold,initial,
90,Christian Siebold,A5074176303,C W V Siebold,initial,
90,Christian Siebold,A5087291895,CH. SIEBOLD,initial,
91,Richard Stefl,A5036569669,Richard Štefl,initial,
92,Gaelle Legube,A5050330316,Gaëlle Le Goff,ngram,0.4547269885938646
92,Gaelle Legube,A5074543116,Gaëlle Legube,initial,
93,John Briggs,A5056467888,John R. Briggs,ngram,1.0
