row_id,host_openalex_id,matched_name,method,relevance,ror
2224,I2802543619,IMDEA Nanoscience,weak,42659.27,https://ror.org/02skytd81
2225,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2226,I4210093216,Institut Català de Nanociència i Nanotecnologia,fuzzy,12215.796,https://ror.org/00k1qja49
2227,I149768937,University of Namur,exact,114336.51,https://ror.org/03d1maw17
2228,,,none,,
2229,I9927081,Aalto University,exact,173380.19,https://ror.org/020hwjq30
2230,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
2231,,,none,,
2232,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
2233,I126596746,Jagiellonian University,exact,201192.7,https://ror.org/03bqmcz70
2234,I161593684,Stockholm University,exact,248837.88,https://ror.org/05f0yaq80
2235,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2236,I189991,"University of Veterinary Medicine Hannover, Foundation",weak,20955.928,https://ror.org/015qjqf64
2237,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
2238,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2239,,,none,,
2240,I913481162,Wageningen University & Research,fuzzy,288460.2,https://ror.org/04qw24q55
2241,I189712700,University of Konstanz,exact,163886.89,https://ror.org/0546hnb39
2242,I190249584,Universität Innsbruck,exact,27102.889,https://ror.org/054pv6659
2243,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
2244,I197323543,Johannes Gutenberg University Mainz,weak,41263.29,https://ror.org/023b0x485
2245,I4210143995,Fondation Jean-Marie Lehn,exact,3068.1753,https://ror.org/03tscbz39
2246,,,none,,
2247,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact,54852.375,https://ror.org/00f7hpc57
2248,I9927081,Aalto University,exact,173380.19,https://ror.org/020hwjq30
2249,I83019370,Eindhoven University of Technology,exact,250696.17,https://ror.org/02c2kyt77
2250,I63634437,Universidad Autónoma de Madrid,exact,39260.812,https://ror.org/01cby8j38
2251,I196349391,Universität Ulm,exact,35018.91,https://ror.org/032000t02
2252,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2253,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
2254,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
2255,I177477856,Politecnico di Torino,exact,28573.088,https://ror.org/00bgk9508
2256,I200284239,Universidade de Santiago de Compostela,exact,39960.39,https://ror.org/030eybx10
2257,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
2258,I145847075,TU Wien,exact,26474.12,https://ror.org/04d836q62
2259,I4210088955,Institut Català d'Investigació Química,exact,14657.938,https://ror.org/013j2zh96
2260,I146655781,University of Liverpool,exact,324348.12,https://ror.org/04xs57h96
2261,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
2262,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
2263,,,none,,
2264,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2265,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
2266,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
2267,I4392738145,SwissLumix (Switzerland),exact,1064.448,https://ror.org/02hn9hc43
2268,,,none,,
2269,I60858718,University of Aveiro,exact,168343.11,https://ror.org/00nt41z93
2270,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
2271,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2272,I60858718,University of Aveiro,exact,168343.11,https://ror.org/00nt41z93
2273,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
2274,I28407311,University of Manchester,exact,395875.12,https://ror.org/027m9bs27
2275,I75951250,Freie Universität Berlin,exact,46536.777,https://ror.org/046ak2485
2276,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2277,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2278,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
2279,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
2280,I149213910,University of Antwerp,exact,241988.78,https://ror.org/008x57b05
2281,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
2282,,,none,,
2283,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2284,I197323543,Johannes Gutenberg University Mainz,weak,41263.29,https://ror.org/023b0x485
2285,I4405271003,Elblandklinikum Radebeul,weak,1.7318883,https://ror.org/01pnwhg58
2286,I4210147769,Institute for Bioengineering of Catalonia,exact,74720.42,https://ror.org/056h71x09
2287,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
2288,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
2289,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
2290,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
2291,I60668342,University of Regensburg,exact,201865.47,https://ror.org/01eezs655
2292,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
2293,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
2294,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2295,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2296,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
2297,I4092182,Graz University of Technology,exact,167824.47,https://ror.org/00d7xrm67
2298,I166337079,Queen Mary University of London,fuzzy,30073.516,https://ror.org/026zzn846
2299,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy,30682.26,https://ror.org/02s376052
2300,,,none,,
2301,I74656192,University of Göttingen,exact,297212.0,https://ror.org/01y9bpm73
2302,I75356249,Hochschule Düsseldorf University of Applied Sciences,weak,7414.5063,https://ror.org/00ftx0026
2303,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
2304,I4210086570,Heidelberg University of Education,fuzzy,8563.61,https://ror.org/0044w3h23
2305,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2306,I169108374,University of the Basque Country,exact,277822.56,https://ror.org/000xsnr85
2307,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
2308,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
2309,,,none,,
2310,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2311,I43439940,University of Southampton,exact,297888.47,https://ror.org/01ryk1543
2312,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2313,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
2314,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
2315,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
2316,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
2317,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
2318,,,none,,
2319,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2320,I4210088955,Institut Català d'Investigació Química,exact,14657.938,https://ror.org/013j2zh96
2321,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy,30682.26,https://ror.org/02s376052
2322,I159176309,Universität Hamburg,exact,52580.78,https://ror.org/00g30e956
2323,I4210126310,Universitätsklinikum Würzburg,fuzzy,6132.775,https://ror.org/03pvr2g57
2324,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
2325,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
2326,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
2327,,,none,,
2328,,,none,,
2329,I189712700,University of Konstanz,exact,163886.89,https://ror.org/0546hnb39
2330,I96673099,Technical University of Denmark,exact,294979.28,https://ror.org/04qtj9h94
2331,I79619799,University of Birmingham,exact,359401.1,https://ror.org/03angcq70
2332,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
2333,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
2334,I83019370,Eindhoven University of Technology,exact,250696.17,https://ror.org/02c2kyt77
2335,I189158943,University of Milan,weak,362583.25,https://ror.org/00wjc7c48
2336,I68947357,Université de Strasbourg,exact,27748.521,https://ror.org/00pg6eq24
2337,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
2338,I146655781,University of Liverpool,exact,324348.12,https://ror.org/04xs57h96
2339,,,none,,
2340,I36234482,University of Bristol,exact,336861.22,https://ror.org/0524sp257
2341,I4210088955,Institut Català d'Investigació Química,exact,14657.938,https://ror.org/013j2zh96
2342,I51601045,University of Bath,exact,175667.95,https://ror.org/002h8g185
2343,,,none,,
2344,I899635006,Université Grenoble Alpes,fuzzy,26837.717,https://ror.org/02rx3b187
2345,I4210165109,Centro de Investigacion Principe Felipe,exact,5343.644,https://ror.org/05xr2yq54
2346,I74656192,University of Göttingen,exact,297212.0,https://ror.org/01y9bpm73
2347,I162608824,University of Sussex,exact,202713.3,https://ror.org/00ayhx656
2348,I4923324,Fraunhofer-Gesellschaft,exact,5726.2183,https://ror.org/05hkkdn48
2349,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact,54852.375,https://ror.org/00f7hpc57
2350,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
2351,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
2352,I63634437,Universidad Autónoma de Madrid,exact,39260.812,https://ror.org/01cby8j38
2353,I16835326,University of St Andrews,exact,228166.6,https://ror.org/02wn5qz54
2354,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
2355,I189712700,University of Konstanz,exact,163886.89,https://ror.org/0546hnb39
2356,I4210093216,Institut Català de Nanociència i Nanotecnologia,fuzzy,12215.796,https://ror.org/00k1qja49
2357,I60668342,University of Regensburg,exact,201865.47,https://ror.org/01eezs655
2358,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
2359,I4387154544,Institut National de la Recherche Agronomique,exact,542.099,https://ror.org/01x3gbx83
2360,I94624287,University of Twente,exact,208033.81,https://ror.org/006hf6230
2361,I79619799,University of Birmingham,exact,359401.1,https://ror.org/03angcq70
2362,,,none,,
2363,I118564535,University of Bern,exact,287583.72,https://ror.org/02k7v4d05
2364,I30771326,Italian Institute of Technology,exact,141176.92,https://ror.org/042t93s57
2365,I28407311,University of Manchester,exact,395875.12,https://ror.org/027m9bs27
2366,I170486558,Universitat Pompeu Fabra,exact,43511.164,https://ror.org/04n0g0b29
2367,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
2368,I4405271003,Elblandklinikum Radebeul,weak,1.7318883,https://ror.org/01pnwhg58
2369,,,none,,
2370,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
2371,I124227911,Ben-Gurion University of the Negev,exact,387759.6,https://ror.org/05tkyf982
2372,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
2373,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
2374,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
2375,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2376,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
2377,I4210162154,IMDEA Software Institute,exact,24628.04,https://ror.org/04xvfkh51
2378,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2379,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
2380,I4210128801,Helmholtz Center for Information Security,fuzzy,32622.684,https://ror.org/02njgxr09
2381,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
2382,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
2383,I1902872,EURECOM,exact,44610.395,https://ror.org/00sse7z02
2384,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
2385,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
2386,I4210128801,Helmholtz Center for Information Security,fuzzy,32622.684,https://ror.org/02njgxr09
2387,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
2388,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
2389,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
2390,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
2391,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2392,,,none,,
2393,,,none,,
2394,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
2395,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
2396,I102335020,Karlsruhe Institute of Technology,exact,296917.25,https://ror.org/04t3en479
2397,I3133086891,Hochschule für Angewandte Wissenschaften Kiel,weak,3357.3535,https://ror.org/03q0ab227
2398,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
2399,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
2400,I102335020,Karlsruhe Institute of Technology,exact,296917.25,https://ror.org/04t3en479
2401,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
2402,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
2403,I177969490,University of Southern Denmark,exact,212614.42,https://ror.org/03yrrjy16
2404,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
2405,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2406,I55741626,Technical University of Crete,exact,80515.12,https://ror.org/03f8bz564
2407,I96673099,Technical University of Denmark,exact,294979.28,https://ror.org/04qtj9h94
2408,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
2409,I31512782,Technische Universität Darmstadt,exact,32278.135,https://ror.org/05n911h24
2410,,,none,,
2411,I83019370,Eindhoven University of Technology,exact,250696.17,https://ror.org/02c2kyt77
2412,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
2413,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2414,,,none,,
2415,,,none,,
2416,I68947357,Université de Strasbourg,exact,27748.521,https://ror.org/00pg6eq24
2417,I71346753,National Institute of Telecommunications,fuzzy,13528.719,https://ror.org/0378w3a30
2418,I130929987,University of Mons,exact,119418.625,https://ror.org/02qnnz951
2419,I153267046,University of Kaiserslautern,exact,21790.13,https://ror.org/04zrf7b53
2420,,,none,,
2421,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact,54852.375,https://ror.org/00f7hpc57
2422,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
2423,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
2424,,,none,,
2425,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2426,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
2427,I31512782,Technische Universität Darmstadt,exact,32278.135,https://ror.org/05n911h24
2428,I161046081,University of Freiburg,exact,333178.88,https://ror.org/0245cg223
2429,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
2430,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
2431,I135140700,University of Bonn,exact,339605.3,https://ror.org/041nas322
2432,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
2433,I83467386,IT University of Copenhagen,exact,77087.75,https://ror.org/02309jg23
2434,I2799803557,Barcelona Supercomputing Center,exact,112248.97,https://ror.org/05sd8tv96
2435,I86987016,KTH Royal Institute of Technology,fuzzy,121966.055,https://ror.org/026vcq606
2436,I4577782,Technische Universität Berlin,fuzzy,12031.05,https://ror.org/03v4gjf40
2437,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
2438,I4210128801,Helmholtz Center for Information Security,fuzzy,32622.684,https://ror.org/02njgxr09
2439,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
2440,I145847075,TU Wien,exact,26474.12,https://ror.org/04d836q62
2441,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
2442,I50357001,Universidad Carlos III de Madrid,exact,27918.14,https://ror.org/03ths8210
2443,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
2444,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2445,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
2446,,,none,,
2447,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2448,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
2449,I4210162154,IMDEA Software Institute,exact,24628.04,https://ror.org/04xvfkh51
2450,I4210126328,IBM Research - Zurich,fuzzy,79838.8,https://ror.org/02js37d36
2451,I686019,AGH University of Krakow,fuzzy,15459.154,https://ror.org/00bas1c41
2452,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2453,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
2454,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2455,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2456,I4577782,Technische Universität Berlin,fuzzy,12031.05,https://ror.org/03v4gjf40
2457,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
2458,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2459,I94624287,University of Twente,exact,208033.81,https://ror.org/006hf6230
2460,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
2461,,,none,,
2462,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
2463,I9927081,Aalto University,exact,173380.19,https://ror.org/020hwjq30
2464,,,none,,
2465,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
2466,I31512782,Technische Universität Darmstadt,exact,32278.135,https://ror.org/05n911h24
2467,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2468,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2469,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
2470,I56085075,University of Tartu,exact,173324.9,https://ror.org/03z77qz90
2471,I9360294,University of Bologna,exact,320890.8,https://ror.org/01111rn36
2472,I80180929,Universidad de Murcia,exact,17771.65,https://ror.org/03p3aeb86
2473,I31512782,Technische Universität Darmstadt,exact,32278.135,https://ror.org/05n911h24
2474,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
2475,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
2476,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
2477,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
2478,I36234482,University of Bristol,exact,336861.22,https://ror.org/0524sp257
2479,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2480,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
2481,I189991,"University of Veterinary Medicine Hannover, Foundation",weak,20955.928,https://ror.org/015qjqf64
2482,I83816512,University of Genoa,exact,238653.8,https://ror.org/0107c5v14
2483,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2484,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2485,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
2486,I157286207,"National University of Ireland, Maynooth",exact,110590.0,https://ror.org/048nfjm95
2487,I1902872,EURECOM,exact,44610.395,https://ror.org/00sse7z02
2488,I145847075,TU Wien,exact,26474.12,https://ror.org/04d836q62
2489,I21250087,Charles University,fuzzy,15146.773,https://ror.org/024d6js02
2490,I881427289,University of Gothenburg,exact,304493.62,https://ror.org/01tm6cn81
2491,I4405271003,Elblandklinikum Radebeul,weak,1.7318883,https://ror.org/01pnwhg58
2492,,,none,,
2493,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
2494,I2799803557,Barcelona Supercomputing Center,exact,112248.97,https://ror.org/05sd8tv96
2495,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2496,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
2497,I2799803557,Barcelona Supercomputing Center,exact,112248.97,https://ror.org/05sd8tv96
2498,I182083151,Universidad Rey Juan Carlos,exact,24206.15,https://ror.org/01v5cv687
2499,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
2500,I86987016,KTH Royal Institute of Technology,fuzzy,121966.055,https://ror.org/026vcq606
2501,,,none,,
2502,,,none,,
2503,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2504,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy,30682.26,https://ror.org/02s376052
2505,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2506,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
2507,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
2508,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2509,I4210162154,IMDEA Software Institute,exact,24628.04,https://ror.org/04xvfkh51
2510,I861853513,Sapienza University of Rome,exact,544445.06,https://ror.org/02be6w209
2511,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2512,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2513,I4210166741,University of Klagenfurt,exact,54008.742,https://ror.org/05q9m0937
2514,,,none,,
2515,I95674353,UCLouvain,fuzzy,33728.004,https://ror.org/02495e989
2516,I4210128801,Helmholtz Center for Information Security,fuzzy,32622.684,https://ror.org/02njgxr09
2517,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
2518,I255234318,Universidad de Zaragoza,exact,22358.32,https://ror.org/012a91z28
2519,,,none,,
2520,I4405271003,Elblandklinikum Radebeul,weak,1.7318883,https://ror.org/01pnwhg58
2521,I132053463,Université Libre de Bruxelles,weak,123523.0,https://ror.org/01r9htc13
2522,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2523,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
2524,I154338468,University of Fribourg,exact,120167.49,https://ror.org/022fs9h90
2525,I4654613,University of Warsaw,exact,162234.58,https://ror.org/039bjqg32
2526,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
2527,I13955877,Bar-Ilan University,exact,249102.6,https://ror.org/03kgsv495
2528,I4210128801,Helmholtz Center for Information Security,fuzzy,32622.684,https://ror.org/02njgxr09
2529,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
2530,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
2531,I4092182,Graz University of Technology,exact,167824.47,https://ror.org/00d7xrm67
2532,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
2533,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
2534,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
2535,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
2536,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
2537,,,none,,
2538,,,none,,
2539,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
2540,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
2541,I180437899,University of Bremen,exact,151379.67,https://ror.org/04ers2y35
2542,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
2543,I91136226,University of Sheffield,exact,321924.84,https://ror.org/05krs5044
2544,I4577782,Technische Universität Berlin,fuzzy,12031.05,https://ror.org/03v4gjf40
2545,I189158943,University of Milan,weak,362583.25,https://ror.org/00wjc7c48
2546,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
2547,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
2548,I4210086570,Heidelberg University of Education,fuzzy,8563.61,https://ror.org/0044w3h23
2549,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
2550,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
2551,,,none,,
2552,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
2553,,,none,,
2554,I83019370,Eindhoven University of Technology,exact,250696.17,https://ror.org/02c2kyt77
2555,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2556,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
2557,I142617266,University of Crete,exact,136034.92,https://ror.org/00dr28g20
2558,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
2559,I2799784675,University Hospitals of the Ruhr-University of Bochum,weak,30920.643,https://ror.org/03zcpvf19
2560,I132053463,Université Libre de Bruxelles,weak,123523.0,https://ror.org/01r9htc13
2561,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
2562,I13955877,Bar-Ilan University,exact,249102.6,https://ror.org/03kgsv495
2563,I21250087,Charles University,fuzzy,15146.773,https://ror.org/024d6js02
2564,I57201433,Università della Svizzera italiana,exact,7046.371,https://ror.org/03c4atk17
2565,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
2566,,,none,,
2567,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
2568,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
2569,I83467386,IT University of Copenhagen,exact,77087.75,https://ror.org/02309jg23
2570,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy,30682.26,https://ror.org/02s376052
2571,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
2572,I96673099,Technical University of Denmark,exact,294979.28,https://ror.org/04qtj9h94
2573,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy,30682.26,https://ror.org/02s376052
2574,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
2575,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
2576,I193223587,University of Trento,exact,167551.7,https://ror.org/05trd4x28
2577,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
2578,I32062511,Heriot-Watt University,exact,198241.39,https://ror.org/04mghma93
2579,,,none,,
2580,I255234318,Universidad de Zaragoza,exact,22358.32,https://ror.org/012a91z28
2581,I4210114974,IMEC,weak,10988.175,https://ror.org/02kcbn207
2582,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
2583,,,none,,
2584,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
2585,,,none,,
2586,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
2587,I13469542,Vrije Universiteit Brussel,weak,103277.375,https://ror.org/006e5kg04
2588,,,none,,
2589,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
2590,I71267560,University of Naples Federico II,exact,524641.1,https://ror.org/05290cv24
2591,,,none,,
2592,I189991,"University of Veterinary Medicine Hannover, Foundation",weak,20955.928,https://ror.org/015qjqf64
2593,I52590639,Nottingham Trent University,exact,138699.97,https://ror.org/04xyxjd90
2594,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
2595,I150540706,University of Veterinary Medicine Vienna,fuzzy,31846.99,https://ror.org/01w6qp003
2596,I83019370,Eindhoven University of Technology,exact,250696.17,https://ror.org/02c2kyt77
