code,scheme-name,funding-commencement-year,scheme-information,current-admin-organisation,announcement-admin-organisation,grant-summary,lead-investigator,current-funding-amount,announced-funding-amount,grant-status,primary-field-of-research,anticipated-end-date,investigators,lief-register,national-interest-test-statement
"FT120100579","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Curtin University","Curtin University of Technology","Subduction of elements with variable oxidation state: effects on the source of arc magmatism. This project will use studies of elements with variable oxidation state: iron; carbon and sulphur, to resolve key geological questions, enable better targeting of ore deposits and develop ways to aid the practicality of mineral sequestration of carbon dioxide.","Prof Katy Evans","752869","682146","Closed","0402 - Geochemistry","2017-06-30","Prof Katy Evans","",""
"FT120100086","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Adelaide","The University of Adelaide","Understanding the molecular mechanisms of intellectual disability. Intellectual disability is frequent in the population, with one in every fifty people in the world directly affected. This project will improve our understanding of the correct development and function of the brain required for cognition by investigating specific roles and regulation of key molecules involved.","A/Prof Cheryl Shoubridge","869205","787989","Closed","0604 - Genetics","2017-06-30","A/Prof Cheryl Shoubridge","",""
"FT120100694","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Queensland","The University of Queensland","Metals in biocatalysis. Metals and enzymes are essential for the chemistry of life. This project will aim to garner the potential of metal-dependent enzymes to develop new drugs against osteoporosis, combat the spread of antibiotics resistance and optimise some of these enzymes to detoxify pesticide-polluted environments, thus contributing to global health and food security.","Prof Gerhard Schenk","907481","821856","Closed","0601 - Biochemistry and Cell Biology","2017-04-07","Prof Gerhard Schenk","",""
"FT120100757","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The Australian National University","The Australian National University","The Maritime Silk Route as a world system. New archaeological evidence suggests that cultural interaction along the Maritime Silk Route was more complex than previously held. By using new analytical techniques to source artefacts from pre-Oc Eo sites in South Vietnam, this project will provide new insights into the production and distribution of trade goods 2000 years ago.

","Dr Judith Cameron","712050","645273","Closed","2101 - Archaeology","2017-12-31","Dr Judith Cameron","",""
"FT120100198","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","James Cook University","James Cook University","Resolving the mystery of how rare earth elements are mobilised and concentrated in continental crust. Rare earth elements are regarded as the vitamins for modern industries and technologies. This project will investigate the geological processes that mobilise and concentrate these elements in the Earth's crust. The results will aid discovery of new ore deposits, which is essential to meet rapidly growing demand for these elements.","Prof Carl Spandler","785077","711098","Closed","0402 - Geochemistry","2017-12-31","Prof Carl Spandler","",""
"FT120100510","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Flinders University","The Flinders University of South Australia","Breathing disturbances and reflexes in sleep and effects on sleep and daytime function. This project will investigate protective reflexes in sleep and the impact of breathing disturbances and frequent arousal on markers of brain functioning and health. This will also significantly advance the understanding of key mechanisms promoting unstable breathing in sleep and ill health and functioning from disturbed sleep.","Prof Peter Catcheside","907460","821831","Closed","1102 - Cardiorespiratory Medicine and Haematology","2018-10-06","Prof Peter Catcheside","",""
"FT120100746","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Queensland University of Technology","Queensland University of Technology","Resolving insect evolution. Our poor understanding of the evolution of insects, life’s most successful group, is a huge gap in our knowledge of nature. By analysing genomic data the project will resolve the insect evolutionary tree and discover what drove insect evolution. This will expand our knowledge of how evolution works - a vital part of conserving our biological diversity.","Prof Stephen Cameron","584474","693858","Closed","0603 - Evolutionary Biology","2016-07-29","Prof Stephen Cameron","",""
"FT120100536","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Sydney","The University of Sydney","Soft nanotubes for biomedical applications. Nature employs self-assembly of small molecules to build complex materials. This project will mimic natural self-assemblies to design synthetic tubular structures on the nanoscale, and apply these nanostructures to solve problems in the fields of biology and medicine.","Prof Sebastien Perrier","183624","931168","Closed","0303 - Macromolecular and Materials Chemistry","2013-09-30","Prof Sebastien Perrier","",""
"FT120100913","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Griffith University","Griffith University","Solar-driven thermochemical dissociation of carbon dioxide and water to produce carbon-neutral fuels. The biggest challenge to humanity of the century is to develop enabling clean energy resources to encounter rapidly diminished fossil fuel and accelerated global warming conditions. This project will offer a solution by developing a unique solar-driven thermochemical system capable of cleaving carbon dioxide and water to produce artificial syngas.","Prof Huagui Yang","716768","649528","Closed","0306 - Physical Chemistry (Incl. Structural)","2016-12-02","Prof Huagui Yang","",""
"FT120100215","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Curtin University","Monash University","Analysing and comparing concepts of addiction for improved social and health outcomes in Australia. Australia invests heavily in responding to alcohol and other drug (AOD) use. This project will analyse a key concept shaping AOD responses, namely addiction. The analysis will help develop new, more productive approaches to AOD prevention, education and treatment, contributing to improved AOD-related social and health outcomes.","Prof Suzanne Fraser","778269","704363","Closed","1608 - Sociology","2017-12-31","Prof Suzanne Fraser","",""
"FT120100168","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","Human dispersals and the early peopling of East Asia and Australasia. This project will address the most important question of contemporary human evolution research - the origin of modern humans - targeting evidence from ancient fossil humans through virtual anthropology techniques, human ancient DNA sequencing, and cultural evidence in the vital but poorly known East Asia region, focusing on China.","A/Prof Darren Curnoe","883665","800519","Closed","2101 - Archaeology","2016-10-22","A/Prof Darren Curnoe","",""
"FT120100363","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Monash University","Monash University","Cosmic explosions and the origin of the elements. After the big bang, the universe consisted only of hydrogen and helium; all heavier elements, including those necessary to life were made in stars and stellar explosions. This project will develop an understanding and model stars, stellar explosions and the synthesis of heavy elements from the first stars to the present. ","Prof Alexander Heger","988570","895388","Closed","0201 - Astronomical and Space Sciences","2018-05-25","Prof Alexander Heger","",""
"FT120100480","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The Australian Institute of Marine Science","The Australian Institute of Marine Science","Revealing the structure, evolution and sensitivity of symbioses in basal metazoa. This project will explore the complex interactions between each component of the sponge holobiont (virus, bacteria, sponge) during thermal stress. This will also provide the first molecular assessment of sponge viruses and provide insights into how sponges may adapt to a changing climate.","Prof Nicole Webster","784722","710828","Closed","0605 - Microbiology","2017-12-31","Prof Nicole Webster","",""
"FT120100153","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Newcastle","The University of Newcastle","Characterisation of a powerful molecular motor, the FtsK DNA translocase. The FtsK protein is a fast and powerful molecular motor, a pump that can, and does, move an entire bacterial chromosome. This project will uncover the detail of the mechanism used by this motor to convert the cell's chemical energy source Adenosine Triphosphate (ATP) into movement of DNA; revealing the molecular detail of a fast and powerful motor.","A/Prof Ian Grainge","777880","709318","Closed","0601 - Biochemistry and Cell Biology","2018-11-30","A/Prof Ian Grainge","",""
"FT120100093","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","University of Wollongong","Charles Darwin University","Developing a research focus on the health and quality of life of adolescents in the Northern Territory. The Youth Futures program will focus on the health and well being of adolescents in the Northern Territory, 40 per cent of whom are Indigenous. This project will provide an evidence base to inform health policy, identify transformative life skills and the ways to translate these into practice.","Prof Kate Senior","660961","564528","Closed","1117 - Public Health and Health Services","2018-08-30","Prof Kate Senior","",""
"FT120100612","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","Identification of novel therapeutic targets for selectively eliminating cancer stem cells in paediatric leukaemia. Leukaemia is the most common form of cancer in children, and while the majority of children can be cured, those who relapse face a dire prognosis. It is widely believed that leukemic stem cells are responsible for relapse and this project will aim to unravel their underlying biology and identify new targets for therapeutic approaches to the disease.","Dr Jenny Yingzi Wang","788787","714388","Closed","1112 - Oncology and Carcinogenesis","2017-06-01","Dr Jenny Yingzi Wang","",""
"FT120100164","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The Walter and Eliza Hall Institute of Medical Research","The Walter and Eliza Hall Institute of Medical Research","Activation of invasion in Toxoplasma. Host cell invasion is critical for the establishment and maintenance of infection by the single-celled parasite Toxoplasma gondii, the causative agent of Toxoplasmosis. This project will use the latest molecular techniques to understand how invasion is activated and will define a new set of drug targets to treat Toxoplasmosis and related diseases.","Dr Christopher Tonkin","783255","709376","Closed","1108 - Medical Microbiology","2016-12-31","Dr Christopher Tonkin","",""
"FT120100498","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The Australian National University","The Australian National University","Antimonide-based nanowires for infra-red and energy applications. This project will investigate and to understand the fundamental growth mechanisms of antimonide-based semiconductor nanowires. It will result in the ability to produce nanowires of high quality and uniformity for applications in infra-red technologies such as photodetectors and solar cells.","Dr Philippe Caroff-Gaonac'h","744117","714528","Closed","1007 - Nanotechnology","2016-11-30","Dr Philippe Caroff-Gaonac'h","",""
"FT120100595","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Commonwealth Scientific and Industrial Research Organisation","Commonwealth Scientific and Industrial Research Organisation","Gravitational wave detection with current and future radio telescopes. This project will aim to detect gravitational waves using precision pulsar timing observations. Direct detection of these waves is of huge international importance and will keep Australia at the forefront of the new research field of gravitational wave astronomy that will continue to grow with the planned radio telescopes of the future.","Dr George Hobbs","759350","687856","Closed","0201 - Astronomical and Space Sciences","2016-12-31","Dr George Hobbs","",""
"FT120100485","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Griffith University","Griffith University","Strengthening accountability for grand corruption crimes. This project will analyse and explain the development of an international responsibility to hold corrupt heads of state accountable by targeting their illicit wealth. The new knowledge generated will help academics understand this new norm and the resulting legal regime, and help policy-makers to better hold corrupt leaders accountable.","Prof Jason Sharman","908724","836388","Closed","1606 - Political Science","2016-12-30","Prof Jason Sharman","",""
"FT120100008","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Commonwealth Scientific and Industrial Research Organisation","Commonwealth Scientific and Industrial Research Organisation","The stability and predictability of the Southern Hemisphere coupled ocean-atmosphere climate system. Our ability to adapt to and manage the effects of a changing climate is limited by our understanding of the ocean's response to changes in the atmospheric circulation. This project will establish the basis for the predictability of the climate system and provide state-of-the-art forecasts for climate adaptation.","Dr Terence O'Kane","775272","702856","Closed","0405 - Oceanography","2016-12-31","Dr Terence O'Kane","",""
"FT120100880","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Garvan Institute of Medical Research","Garvan Institute of Medical Research","Determination of cellular mechanisms underpinning cancer cell metastasis through integrated in vivo imaging approaches. Understanding key steps that drive the spread of cancer is critical to improve current treatment strategies. Using cutting-edge imaging technology and in vivo model systems that mimic the disease, this project will pinpoint key events that are susceptible to drug intervention and identify new therapeutic targets.","Prof Paul Timpson","788942","714528","Closed","1112 - Oncology and Carcinogenesis","2016-10-14","Prof Paul Timpson","",""
"FT120100583","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Bond University","Bond University","Jurisdiction in the internet era of cloud computing, Web 2.0 and geo-location technologies. A global internet presence comes with a global legal risk exposure. Everyone from casual Facebook users to major e-businesses are at risk of being sued anywhere their conduct has an impact. Taking account of cloud computing, Web 2.0 and geo-location technologies, this project reassesses when courts can claim jurisdiction over internet conduct","Prof Dan Svantesson","741541","671616","Closed","1801 - Law","2016-12-18","Prof Dan Svantesson","",""
"FT120100459","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Hudson Institute of Medical Research","Monash University","New models of mitochondrial fatty acid oxidation disorders. Mitochondrial disease can affect both children and adults and is often fatal. This project will study mitochondrial function in cell types of the heart and brain to better understand how they generate energy in these tissues. This will provide new insights into mitochondrial metabolism and how defects in this process cause mitochondrial disease.","A/Prof Matthew McKenzie","788186","713848","Closed","0601 - Biochemistry and Cell Biology","2016-12-31","A/Prof Matthew McKenzie","",""
"FT120100101","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","Moving supramolecular assembly of functional systems into water. Smart materials that are pre-programmed to assemble in water have already been shown to have wide applicability from industry to medicine. This project will develop novel display and drug release materials and lead to novel means to control these programmable building blocks thus promoting Australia’s standing in the area of smart materials.","Prof Pall Thordarson","908571","822856","Closed","0303 - Macromolecular and Materials Chemistry","2016-06-30","Prof Pall Thordarson","",""
"FT120100487","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Sydney","The University of Sydney","Compressed network sharing for large-scale distributed systems. The project will make the critical theoretical advances to enable the building of large-scale machine-to-machine communications systems. This will be the essential precursor to technologies for constructing Australia’s intelligent infrastructure and smart cities.","Prof Yonghui Li","782172","708456","Closed","1005 - Communications Technologies","2016-12-31","Prof Yonghui Li","",""
"FT120100269","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","A framework for model emulation and ensemble modelling. For improved water resource management there is a need for further development of appropriate hydrologic models. This project will undertake a collection of hydrologic modelling activities performed at multiple catchments in Australia. A modeling framework that is flexible, extendible and accounts for potential forecast uncertainties will be developed.","Prof Lucy Marshall","670144","574428","Closed","0406 - Physical Geography and Environmental Geoscience","2019-04-30","Prof Lucy Marshall","",""
"FT120100053","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","The cognitive power of music. Why does music have life-changing effects on some people, and commonly produces powerful experiences in most of us? This project will unpack the common notion of the power of music from a cognitive perspective and will explain the mechanisms behind our attraction to music through empirical examination of human behaviours.","Prof Emery Schubert","873624","797935","Closed","1904 - Performing Arts and Creative Writing","2018-12-31","Prof Emery Schubert","",""
"FT120100745","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Sydney","The University of Sydney","Probing the structure of exotic mesons, at the Large Hadron Collider and beyond. Unexpected new particles, outside the bounds of current textbooks, present one of the most interesting puzzles in physics. This project will search for more of these particles at the Large Hadron Collider at CERN, and at new facilities in Japan and Germany that will change particle physics in the coming decade.","A/Prof Bruce Yabsley","787644","714507","Closed","0202 - Atomic, Molecular, Nuclear, Particle and Plasma Physics","2018-12-31","A/Prof Bruce Yabsley","",""
"FT120100132","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","University of South Australia","The University of Adelaide","How do mechanical cues regulate tissue renewal and tumour progression? Imbalances between cell production and cell death in tissues can be catastrophic, leading to major global health issues such as cancer. This project will use modified mice and protein-protein interaction based techniques to identify how changes in the mechanical properties of tissues regulate the balance between cell production and cell death.","Prof Michael Samuel","765767","693800","Closed","0601 - Biochemistry and Cell Biology","2016-12-31","Prof Michael Samuel","",""
"FT120100682","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Sydney","The University of Sydney","Cellular mechanisms linking smoking and cardiovascular disease. Everyone develops fatty streaks in their arteries. Why some streaks remain benign, and others progress to clinically-relevant lesions is not completely understood. This project will assess novel cellular mechanisms involved in plaque development, to enable the more effective design of new therapeutic strategies to treat heart disease.","Prof Clare Hawkins","899873","815041","Closed","0601 - Biochemistry and Cell Biology","2016-12-31","Prof Clare Hawkins","",""
"FT120100559","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","University of Tasmania","University of Tasmania","Solid-state light sources for bio-imaging and microfluidics. Solid state light sources are the light sources of the 21st century. This project will allow us to find new ways of bioimaging in living organisms applicable to diagnosing disease, and for microfluidic chip based portable instruments for on-site and point-of-care analysis in medical diagnostics, environmental monitoring, and manufacturing processes.","Prof Miroslav Macka","994626","901168","Closed","0301 - Analytical Chemistry","2019-12-13","Prof Miroslav Macka","",""
"FT120100623","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","University of Tasmania","University of Tasmania","Inherited determinants of cancer aetiology. Family history of cancer is a strong risk factor for many cancers. This project will aim to identify inherited factors influencing risk of developing cancer and those factors influencing the course of the disease and outcomes.","Prof Joanne Dickinson","710620","644028","Closed","1112 - Oncology and Carcinogenesis","2018-12-01","Prof Joanne Dickinson","",""
"FT120100228","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","Development of methods and algorithms to support multidisciplinary optimisation. This project will aim to develop a number of novel and computationally efficient schemes to deal with the key challenges facing multidisciplinary optimisation. These advancements will allow us to solve a number of challenging and intractable problems in science and engineering.","Prof Tapabrata Ray","595884","539768","Closed","0801 - Artificial Intelligence and Image Processing","2016-08-05","Prof Tapabrata Ray","",""
"FT120100402","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","University of Tasmania","University of Tasmania","Integrating the humanities into Antarctic studies. Antarctica is currently taking a key role in climate change debate. It is vital that we understand the cultural meanings we attach to the continent and the attitudes we bring to it. This project aims to create a rounded understanding of the Antarctic by integrating the humanities into what is currently a science-dominated research area.","Prof Elizabeth Leane","619993","578387","Closed","2005 - Literary Studies","2019-09-01","Prof Elizabeth Leane","",""
"FT120100229","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Queensland","The University of Queensland","Systematic prioritisation of action for confronting invasive vertebrates in Australia. This project will use novel scientific approaches to effectively prioritise action for mitigating the threats invasive vertebrate pests pose to humans and to biodiversity in Australia. Results will inform policy and management, substantially advancing our understanding of the key factors shaping spatial invasion sources, hotspots, drivers and impact.","Prof Salit Kark","904048","818856","Closed","0502 - Environmental Science and Management","2019-06-03","Prof Salit Kark","",""
"FT120100723","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Monash University","Swinburne University of Technology","Easing urban congestion through intelligent use of distributed information. Vehicle-to-vehicle wireless communication can be a solution to road traffic congestion and control without enormous additional infrastructure costs. This project will investigate the fundamental properties of such solution and to devise the practical policies and protocols resulting in interacting game-like behaviours.","Prof Hai Vu","765595","692856","Closed","0805 - Distributed Computing","2017-12-31","Prof Hai Vu","",""
"FT120100576","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Garvan Institute of Medical Research","Garvan Institute of Medical Research","Defining the molecular and cellular mechanisms of beta cell dysfunction. This project will investigate the influence of environment in the functional adaptation and maladaptation of pancreatic beta cells in diabetes. The research will define the molecular and cellular mechanisms linking environmental triggers such as obesity, high fatty acid levels and hyperglycaemia to beta cell dedifferentiation and dysfunction.","Dr David Laybutt","788942","714528","Closed","1103 - Clinical Sciences","2016-12-30","Dr David Laybutt","",""
"FT120100355","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Sydney","The University of Sydney","A new model of human speech production through computational modeling and human functional brain imaging. It is still largely a mystery how we convert our thoughts into fluent intelligible speech. This project will bring together experts in speech pathology, neuroscience, and computer modeling to create a new biologically-plausible model of speech production to advance understanding of speech development, ageing, and mechanisms of recovery after injury.","Prof Kirrie Ballard","837075","758026","Closed","1106 - Human Movement and Sports Science","2017-06-30","Prof Kirrie Ballard","",""
"FT120100813","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Queensland","The University of Queensland","Engineering layered double hydroxide nanoparticles toward an efficient targeted clinical delivery system. This project will develop a more effective drug delivery system using clay nanoparticles and biofriendly serum proteins. Outcomes from this project will provide a tremendous opportunity for potent therapies of cancers, vasculature and neuronal diseases, and place Australia at the forefront of nanotechnology drug delivery research.","Prof Zhi Ping Xu","870054","787936","Closed","1007 - Nanotechnology","2017-01-31","Prof Zhi Ping Xu","",""
"FT120100009","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Melbourne","The University of Melbourne","Building social infrastructure in settings of locational disadvantage. This project will generate improved understanding the ways in which locational disadvantage influence residents’ social networks. A national study will generate an evidence-base for understanding the extent and contours of place-based social exclusion, and inform effective policies, programs and processes targeting locational disadvantage.","Prof Deborah Warr","671825","624262","Closed","1608 - Sociology","2017-09-30","Prof Deborah Warr","",""
"FT120100217","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Macquarie University","Macquarie University","Understanding genetic and environmental risks of emotional disorders in childhood and adolescence. To reduce the burden of mental health disorders in Australia, this project will advance knowledge on genetic and environmental causes of anxiety and related disorders in children and adolescents. The results will allow better identification of children at risk for emotional problems and will identify new ways of tailoring prevention and treatment.","Prof Jennifer Hudson","876632","794124","Closed","1701 - Psychology","2016-12-30","Prof Jennifer Hudson","",""
"FT120100210","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Newcastle","The University of Sydney","Visual cosmopolitanism, national identity and imperialist ambitions in garden spaces. Visual cosmopolitanism is an ideal created through the global movement of art forms. This project will contribute to current debates about the globalisation of art by tracing the concept back to artistic practices and aesthetic theories of the enlightenment through a focus on experience within the eighteenth-century garden.","Prof Jennifer Milam","790757","716570","Closed","1901 - Art Theory and Criticism","2021-03-04","Prof Jennifer Milam","",""
"FT120100315","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Sydney","The University of Sydney","Dynamic soil landscape carbon modelling. Soil is the largest terrestrial store of carbon. This project will enhance our understanding of the causes and controls of spatial and temporal variations of soil carbon which is crucial for managing climate change, food water and energy security and for maintenance of biodiversity.","Prof Budiman Minasny","757444","686356","Closed","0503 - Soil Sciences","2016-12-31","Prof Budiman Minasny","",""
"FT120100242","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","Charles Sturt University","Charles Sturt University","Structural and functional chacterisation of Acot7 in macrophages and its role in inflammation. This project will develop better understanding of the cellular pathways that mediate inflammation and will provide detailed information on a specific enzyme that produces arachidonic acid, the precursor to many inflammatory molecules, and characterisation of novel inhibitory binding sites.","Prof Jade Forwood","677361","614249","Closed","0601 - Biochemistry and Cell Biology","2016-12-31","Prof Jade Forwood","",""
"FT120100821","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Adelaide","The University of Adelaide","Interplay of the forces of nature: electroweak and strong interactions. The Large Hadron Collider in Switzerland will search for new physics by smashing protons together at the highest energies ever created in the laboratory. This project will focus on complementary searches for new physics by investigating novel phenomena associated with the mutual interactions of the strong and weak forces of nature.","A/Prof Ross Young","757335","685928","Closed","0202 - Atomic, Molecular, Nuclear, Particle and Plasma Physics","2018-09-30","A/Prof Ross Young","",""
"FT120100130","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of Melbourne","The University of Melbourne","Hydrologic modelling for a changing world. Realistic modelling of streamflow under climate change requires development of new hydrologic modelling techniques that are robust under changing conditions. This project will develop and test those new techniques and apply them to the latest climate change projections to assess the likely climate change impact on Australia’s water resources.","Dr Murray Peel","628854","569528","Closed","0406 - Physical Geography and Environmental Geoscience","2018-12-31","Dr Murray Peel","",""
"FT120100250","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","Placing prediction into the fear circuit. How do we predict danger in our world? This project will identify the psychological mechanisms and brain pathways that allow us to learn to fear and to also overcome fear when it becomes pathological.","Prof Gavan McNally","1023219","926648","Closed","1701 - Psychology","2016-12-31","Prof Gavan McNally","",""
"FT120100759","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","University of Tasmania","University of Tasmania","Southern Ocean oxygen variability since the last glacial maximum. Recently observed decreases in ocean oxygen concentration could decrease ocean biodiversity and accelerate climate change. This project will determine the links between climate change and ocean oxygenation since the last ice age, and provide a way to predict future oxygen concentrations.","Prof Zanna Chase","779424","706046","Closed","0405 - Oceanography","2017-12-29","Prof Zanna Chase","",""
"FT120100114","ARC Future Fellowships","2012","schemeCode: FT   ^ program: Discovery ^ submissionYear: 2011 ^ roundNumber: 1 ^ schemeRound: FT12 Round 1","The University of New South Wales","The University of New South Wales","Measuring and evaluating performance in securities market regulation. The global financial crisis continues to generate ‘wicked’ problems of acute social and legal complexity. These have profound implications for the theory and practice of corporate governance and financial regulation. This project will map and evaluate the interaction of rules, principles and social norms to create accountable governance mechanisms.","Prof Justin O'Brien","589218","783018","Closed","1801 - Law","2015-02-28","Prof Justin O'Brien","",""
