row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,source,jaccard,cover,type,productivity,ror
8078,"=""1518420""",Alvaro Pelayo,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
8079,"=""1519375""",Mariel Vazquez,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
8080,"=""1519890""",Debashis Mondal,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
8081,"=""1520101""",Sarah E Dodson-Robinson,DE,University of Delaware,I86501945,University of Delaware,exact,prior,,,,,https://ror.org/01sbq1a82
8082,"=""1520809""",Howie Huang,DC,George Washington University,I193531525,George Washington University,exact,prior,,,,,https://ror.org/00y4zzh67
8083,"=""1521118""",Joanna M Austin,CA,California Institute of Technology,I122411786,California Institute of Technology,exact,prior,,,,,https://ror.org/05dxps055
8084,"=""1521208""",Stephen Wilson,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
8085,"=""1521607""",Mark A Hoefer,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
8086,"=""1522036""",Kevin D Ausman,ID,Boise State University,I120156002,Boise State University,exact,prior,,,,,https://ror.org/02e3zdp86
8087,"=""1522491""",Suzanne H Alonzo,CA,University of California-Santa Cruz,I185103710,"University of California, Santa Cruz",exact,prior,,,,,https://ror.org/03s65by71
8088,"=""1522841""",Carlos H Hidrovo Chavez,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
8089,"=""1522927""",Casey W Miller,NY,Rochester Institute of Tech,I155173764,Rochester Institute of Technology,exact,prior,,,,,https://ror.org/00v4yb702
8090,"=""1522933""",Arash Mafi,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
8091,"=""1523198""",Heng Ji,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
8092,"=""1525692""",Feifang Hu,DC,George Washington University,I193531525,George Washington University,exact,prior,,,,,https://ror.org/00y4zzh67
8093,"=""1530582""",Ashaki A Rouff,NJ,Rutgers University Newark,I102322142,"Rutgers, The State University of New Jersey",override,manual,,,,,
8094,"=""1530723""",Huili Grace G Xing,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
8095,"=""1531048""",Song Zhang,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
8096,"=""1532136""",Xuanhe Zhao,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
8097,"=""1532652""",David Saintillan,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
8098,"=""1533532""",Shantanu Chakrabartty,MO,Washington University,I204465549,Washington University in St. Louis,override,manual,,,,,
8099,"=""1534687""",Xincheng Yao,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
8100,"=""1534930""",Paul Dauenhauer,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8101,"=""1535812""",Sonia M Tikoo-Schantz,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
8102,"=""1535824""",Corinne I Wong,MA,Boston College,I103531236,Boston College,exact,prior,,,,,https://ror.org/02n2fzt79
8103,"=""1535826""",Shiren Wang,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
8104,"=""1536486""",Kimberly D Genareau,AL,University of Alabama Tuscaloosa,I17301866,University of Alabama,fuzzy,duckdb,1.0,1.0,education,65875.0,03xrrjk67
8105,"=""1537085""",Xin Fu,TX,University of Houston,I44461941,University of Houston,exact,prior,,,,,https://ror.org/048sx0r50
8106,"=""1538380""",German M Drazer,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
8107,"=""1538404""",Ying Li,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
8108,"=""1538638""",Jieping Ye,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8109,"=""1538944""",Tiffany A Shaw,IL,University of Chicago,I40347166,University of Chicago,exact,prior,,,,,https://ror.org/024mw5h28
8110,"=""1539234""",David C Noone,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
8111,"=""1539534""",Niklas E Elmqvist,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
8112,"=""1539640""",Hojun Song,TX,Texas A&M AgriLife Research,I91045830,Texas A&M University,fuzzy,duckdb,0.75,1.0,education,207099.0,01f5ytq51
8113,"=""1539978""",Gwen Ottinger,PA,Drexel University,I72816309,Drexel University,exact,prior,,,,,https://ror.org/04bdffz58
8114,"=""1540118""",Shuo Wang,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
8115,"=""1540217""",Kevin Butler,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
8116,"=""1540262""",John S McCartney,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
8117,"=""1540898""",Hengyong Yu,MA,University of Massachusetts Lowell,I133738476,University of Massachusetts Lowell,exact,prior,,,,,https://ror.org/03hamhx47
8118,"=""1541063""",Fusheng Wang,NY,SUNY at Stony Brook,I59553526,Stony Brook University,exact,prior,,,,,https://ror.org/05qghxh33
8119,"=""1541099""",Philippe Rigollet,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
8120,"=""1541230""",Robin T Macaluso,TX,University of Texas at Arlington,I189196454,The University of Texas at Arlington,fuzzy,prior,,,,,https://ror.org/019kgqr73
8121,"=""1541277""",Georgeta-Elisab Marai,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
8122,"=""1541486""",Robert C Hampshire,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8123,"=""1542117""",Wei Le,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
8124,"=""1542776""",Richard G Hennig,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
8125,"=""1543490""",Charles Edwin Webster,MS,Mississippi State University,I99041443,Mississippi State University,exact,prior,,,,,https://ror.org/0432jq872
8126,"=""1543788""",James F Buckwalter,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
8127,"=""1543865""",Benxin Wu,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
8128,"=""1544119""",Paul M Leonardi,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
8129,"=""1545637""",Dustin Trail,NY,University of Rochester,I5388228,University of Rochester,exact,prior,,,,,https://ror.org/022kthw22
8130,"=""1545705""",Jason O Hallstrom,FL,Florida Atlantic University,I63772739,Florida Atlantic University,exact,prior,,,,,https://ror.org/05p8w6387
8131,"=""1546097""",Laszlo Kurti,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
8132,"=""1547952""",Deron E Burkepile,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
8133,"=""1549917""",Weiwei Deng,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
8134,"=""1550144""",Philippe Sucosky,OH,Wright State University,I19648265,Wright State University,exact,prior,,,,,https://ror.org/04qk6pt94
8135,"=""1550177""",Timothy H Bertram,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
8136,"=""1550179""",Kilian Q Weinberger,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
8137,"=""1550206""",Sam Malek,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
8138,"=""1550347""",Nicole A Benedek,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
8139,"=""1550662""",William Yeoh,NM,New Mexico State University,I10052268,New Mexico State University,exact,prior,,,,,https://ror.org/00hpz7z43
8140,"=""1550918""",Konstantinos Spiliopoulos,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
8141,"=""1551116""",Ryan L Hartman,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
8142,"=""1551172""",Patrick Shafto,NJ,Rutgers University Newark,I102322142,"Rutgers, The State University of New Jersey",override,manual,,,,,
8143,"=""1551290""",Deva Ramanan,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
8144,"=""1551511""",Rong Ge,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
8145,"=""1551526""",David D Lent,CA,California State University-Fresno Foundation,I67328108,"California State University, Fresno",exact,prior,,,,,https://ror.org/03enmdz06
8146,"=""1551574""",Anne Marie Piper,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
8147,"=""1551631""",Matei T Ciocarlie,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
8148,"=""1551661""",Shaolei Ren,CA,University of California-Riverside,I103635307,"University of California, Riverside",exact,prior,,,,,https://ror.org/03nawhv43
8149,"=""1551677""",Christian Schnell,NY,SUNY at Stony Brook,I59553526,Stony Brook University,exact,prior,,,,,https://ror.org/05qghxh33
8150,"=""1551693""",Xiulei Ji,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
8151,"=""1551731""",Sybil Derrible,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
8152,"=""1551829""",Antonius B Dieker,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
8153,"=""1551943""",Emily B Pentzer,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
8154,"=""1551948""",Shenqiang Ren,PA,Temple University,I84392919,Temple University,exact,prior,,,,,https://ror.org/00kx1jb78
8155,"=""1551964""",Amanda J Morris,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
8156,"=""1551980""",Philip von Doetinchem,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,prior,,,,,https://ror.org/03tzaeb71
8157,"=""1551994""",Paul Zimmerman,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8158,"=""1552037""",Juan P Trelles,MA,University of Massachusetts Lowell,I133738476,University of Massachusetts Lowell,exact,prior,,,,,https://ror.org/03hamhx47
8159,"=""1552040""",Nadia Singh,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
8160,"=""1552065""",Stacey Finley,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
8161,"=""1552089""",Javad Lavaei,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
8162,"=""1552097""",Shayan Oveis Gharan,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8163,"=""1552101""",Michael Ailion,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8164,"=""1552109""",Danda B Rawat,GA,"Georgia Southern University Research and Service Foundation, Inc",I39815113,Georgia Southern University,exact,prior,,,,,https://ror.org/04agmb972
8165,"=""1552113""",Richard C Page,OH,Miami University,I83328450,Miami University,exact,prior,,,,,https://ror.org/05nbqxr67
8166,"=""1552114""",Kihyun Ryoo,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
8167,"=""1552126""",Dragony Fu,NY,University of Rochester,I5388228,University of Rochester,exact,prior,,,,,https://ror.org/022kthw22
8168,"=""1552131""",Emmanuel A Abbe,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
8169,"=""1552164""",Brandi Cossairt,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8170,"=""1552182""",Douglas H Kelley,NY,University of Rochester,I5388228,University of Rochester,exact,prior,,,,,https://ror.org/022kthw22
8171,"=""1552184""",Erika D Eggers,AZ,University of Arizona,I138006243,University of Arizona,exact,prior,,,,,https://ror.org/03m2x1q45
8172,"=""1552192""",Jun Yin,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
8173,"=""1552196""",Julia Salzman,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8174,"=""1552197""",Lars Brudvig,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
8175,"=""1552218""",Jonathan Rogers,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8176,"=""1552220""",Seth A Tongay,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
8177,"=""1552232""",Joshua J Roering,OR,University of Oregon Eugene,I181233156,University of Oregon,fuzzy,duckdb,1.0,1.0,education,51031.0,0293rh119
8178,"=""1552234""",Tullia Dymarz,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
8179,"=""1552235""",Bart E Kahr,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
8180,"=""1552240""",Rob Smith,MT,University of Montana,I6750721,University of Montana,exact,prior,,,,,https://ror.org/0078xmk34
8181,"=""1552267""",Michael K Damron,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8182,"=""1552285""",Jennifer C Hom,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8183,"=""1552287""",Xifan Wu,PA,Temple University,I84392919,Temple University,exact,prior,,,,,https://ror.org/00kx1jb78
8184,"=""1552296""",Anshu Narang,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8185,"=""1552304""",Pierre Gentine,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
8186,"=""1552309""",Su-In Lee,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8187,"=""1552327""",Matthew S Foster,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
8188,"=""1552344""",Ryan P McMahan,TX,University of Texas at Dallas,I162577319,The University of Texas at Dallas,fuzzy,prior,,,,,https://ror.org/049emcs32
8189,"=""1552353""",Jennifer L Weidhaas,WV,West Virginia University Research Corporation,I12097938,West Virginia University,exact,prior,,,,,https://ror.org/011vxgd24
8190,"=""1552355""",Thomas Dziubla,KY,University of Kentucky Research Foundation,I143302722,University of Kentucky,exact,prior,,,,,https://ror.org/02k3smh20
8191,"=""1552358""",David J Hoelzle,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,prior,,,,,https://ror.org/00mkhxb43
8192,"=""1552359""",Todd W Hudnall,TX,Texas State University - San Marcos,I13511017,Texas State University,fuzzy,duckdb,1.0,1.0,education,21517.0,05h9q1g27
8193,"=""1552368""",Chloe F Arson,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8194,"=""1552375""",Didem Ozevin,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
8195,"=""1552377""",Devi Parikh,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
8196,"=""1552397""",Vlad Iluc,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,prior,,,,,https://ror.org/00mkhxb43
8197,"=""1552410""",Alexandra G Ponette-Gonzalez,TX,University of North Texas,I123534392,University of North Texas,exact,prior,,,,,https://ror.org/00v97ad02
8198,"=""1552416""",Debra A Bangasser,PA,Temple University,I84392919,Temple University,exact,prior,,,,,https://ror.org/00kx1jb78
8199,"=""1552419""",David Lentink,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8200,"=""1552424""",Chih-Hao Chang,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
8201,"=""1552427""",Maya Cakmak,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8202,"=""1552428""",Melissa J Luna,WV,West Virginia University Research Corporation,I12097938,West Virginia University,exact,prior,,,,,https://ror.org/011vxgd24
8203,"=""1552429""",Bilal Butt,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8204,"=""1552439""",Sarah L Veatch,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8205,"=""1552444""",Jeffery S Horsburgh,UT,Utah State University,I121980950,Utah State University,exact,prior,,,,,https://ror.org/00h6set76
8206,"=""1552448""",Marilyne Stains,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
8207,"=""1552452""",Darby Saxbe,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
8208,"=""1552455""",Xuehua Zhong,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
8209,"=""1552456""",David Wendell,OH,University of Cincinnati,I63135867,University of Cincinnati,exact,duckdb,1.0,1.0,education,113395.0,01e3m7079
8210,"=""1552461""",Fengnian Xia,CT,Yale University,I32971472,Yale University,exact,prior,,,,,https://ror.org/03v76x132
8211,"=""1552464""",Steve Presse,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
8212,"=""1552471""",Gregory R Bowman,MO,Washington University,I204465549,Washington University in St. Louis,override,manual,,,,,
8213,"=""1552479""",Alejandro Toriello,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8214,"=""1552481""",Vyas Sekar,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
8215,"=""1552482""",Rui He,IA,University of Northern Iowa,I119234918,University of Northern Iowa,exact,duckdb,1.0,1.0,education,8706.0,02h4qpx12
8216,"=""1552487""",Filippo Radicchi,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
8217,"=""1552497""",George K Atia,FL,The University of Central Florida Board of Trustees,I106165777,University of Central Florida,exact,prior,,,,,https://ror.org/036nfer12
8218,"=""1552503""",Sarita Y Schoenebeck,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8219,"=""1552509""",Lisa Jones,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
8220,"=""1552517""",Rajamani Gounder,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
8221,"=""1552519""",Jasper F Kok,CA,University of California-Los Angeles,I161318765,"University of California, Los Angeles",exact,prior,,,,,https://ror.org/046rm7j60
8222,"=""1552520""",Adam W Marcus,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
8223,"=""1552522""",Leslie M Hicks,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
8224,"=""1552533""",Erin J Talvitie,PA,Franklin and Marshall College,I173146385,Franklin & Marshall College,exact,duckdb,1.0,1.0,education,4986.0,04fp4ps48
8225,"=""1552535""",Benjamin Kelcey,OH,University of Cincinnati,I63135867,University of Cincinnati,exact,duckdb,1.0,1.0,education,113395.0,01e3m7079
8226,"=""1552538""",Sudeepa Roy,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
8227,"=""1552545""",Mariel S Lavieri Williams,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8228,"=""1552556""",David L Henann,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
8229,"=""1552559""",Andrew T Myers,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
8230,"=""1552563""",Chia-Yi Chiu,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
8231,"=""1552567""",Christina M Hartman,UT,Utah State University,I121980950,Utah State University,exact,prior,,,,,https://ror.org/00h6set76
8232,"=""1552568""",John C Jewett,AZ,University of Arizona,I138006243,University of Arizona,exact,prior,,,,,https://ror.org/03m2x1q45
8233,"=""1552571""",Manish Kumar,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
8234,"=""1552580""",Ariella Shikanov,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
8235,"=""1552586""",Nicole C Riddle,AL,University of Alabama at Birmingham,I32389192,University of Alabama at Birmingham,exact,prior,,,,,https://ror.org/008s83205
8236,"=""1552587""",Robert Capra,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
8237,"=""1552591""",Matthew T Whited,MN,Carleton College,I188497080,Carleton College,exact,prior,,,,,https://ror.org/03jep7677
8238,"=""1552598""",Lisa Anthony,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
8239,"=""1552603""",Ivan Agullo,LA,Louisiana State University,I121820613,Louisiana State University,exact,prior,,,,,https://ror.org/05ect4e57
8240,"=""1552610""",Prashant P Sharma,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
8241,"=""1552617""",Jin Xie,GA,University of Georgia Research Foundation Inc,I4387153128,University of Georgia Research Foundation,exact,prior,,,,,https://ror.org/04sqkw483
8242,"=""1552635""",Percy Liang,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8243,"=""1552640""",Alexandre A Shvartsburg,KS,Wichita State University,I39587148,Wichita State University,exact,prior,,,,,https://ror.org/00c4e7y75
8244,"=""1552642""",Nathan C Lindquist,MN,Bethel University,I895819238,Bethel University,exact,duckdb,1.0,1.0,education,2077.0,02faxbd19
8245,"=""1552647""",Patrick D Curtis,MS,University of Mississippi,I368840534,University of Mississippi,exact,prior,,,,,https://ror.org/02teq1165
8246,"=""1552651""",Ryan Williams,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
8247,"=""1552654""",Jingrui He,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
8248,"=""1552663""",Jeff Huang,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
8249,"=""1552668""",Scott A DeLoach,KS,Kansas State University,I189590672,Kansas State University,exact,prior,,,,,https://ror.org/05p1j8758
8250,"=""1552687""",Shimeng Yu,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
8251,"=""1552690""",Ximin He,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
8252,"=""1552692""",William W Hanlon,MA,National Bureau of Economic Research Inc,I1321305853,National Bureau of Economic Research,exact,prior,,,,,https://ror.org/04grmx538
8253,"=""1552694""",Alexander Gagnon,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
8254,"=""1552706""",Brenna Argall,IL,Rehabilitation Institute of Chicago,I1324242722,Shirley Ryan AbilityLab,override,manual,,,,,
8255,"=""1552712""",Paul W Leu,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,prior,,,,,https://ror.org/01an3r305
8256,"=""1552716""",Jennifer W Carter,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
8257,"=""1552718""",Eric Brustad,NC,University of North Carolina at Chapel Hill,I114027177,University of North Carolina at Chapel Hill,exact,prior,,,,,https://ror.org/0130frc33
8258,"=""1552721""",Hope M Klug,TN,University of Tennessee Chattanooga,I177097968,University of Tennessee at Chattanooga,fuzzy,prior,,,,,https://ror.org/00nqb1v70
8259,"=""1552730""",Kirsten Wickelgren,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8260,"=""1552743""",Jeffery M Wereszczynski,IL,Illinois Institute of Technology,I180949307,Illinois Institute of Technology,exact,prior,,,,,https://ror.org/037t3ry66
8261,"=""1552747""",Kimberly A Novick,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
8262,"=""1552764""",Kevin Z Leder,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
8263,"=""1552766""",David B Antieau,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
8264,"=""1552782""",Umut A Gurkan,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
8265,"=""1552784""",Peng Qiu,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8266,"=""1552791""",Amit R Reddi,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
8267,"=""1552822""",Jon N Seal,TX,University of Texas at Tyler,I221716585,The University of Texas at Tyler,fuzzy,prior,,,,,https://ror.org/01azfw069
8268,"=""1552824""",Benjamin R Handel,MA,National Bureau of Economic Research Inc,I1321305853,National Bureau of Economic Research,exact,prior,,,,,https://ror.org/04grmx538
8269,"=""1552825""",Timothy Hoellein,IL,Loyola University of Chicago,I1925986,Loyola University Chicago,fuzzy,prior,,,,,https://ror.org/04b6x2g63
8270,"=""1552826""",Jacob P Bedrossian,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
8271,"=""1552828""",Edgar J Lobaton,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
